Time [s]	Sensor 1: BME280 @I2C [°C]	Sensor 2: DS18B20 @GPIO [°C]	Sensor 3: DS18B20 @GPIO [°C]	Sensor 4: DS18B20 @GPIO [°C]	Sensor 5: OPUS20 @LAN [°C]
310.31	24.680151135200866	32.1875	25.0625	24.9375	25.173507690429688
314.12	24.659628569014604	32.0	25.0625	24.9375	25.173507690429688
317.98	24.675020493217744	31.875	25.0625	24.9375	25.173507690429688
321.84	24.69554306289647	31.75	25.0625	24.9375	25.173507690429688
325.67	24.710934993211414	31.5625	25.0625	24.9375	25.173507690429688
329.49	24.705804349482058	31.4375	25.0625	24.9375	25.173507690429688
333.34	24.710934993211414	31.3125	25.0625	24.9375	25.173507690429688
337.19	24.721196281543236	31.125	25.0625	25.0	25.143390655517578
341.0	24.716065637231804	31.0	25.0625	24.9375	25.143390655517578
344.85	24.700673706043744	30.875	25.125	25.0	25.143390655517578
348.69	24.69554306289647	30.75	25.125	24.9375	25.143390655517578
352.53	24.69554306289647	30.6875	25.0625	25.0	25.143390655517578
356.43	24.680151135200866	30.5	25.125	25.0	25.143390655517578
360.31	24.66988985152566	30.4375	25.125	25.0	25.143390655517578
364.14	24.66475921012461	30.3125	25.125	25.0	25.143390655517578
367.98	24.66988985152566	30.25	25.125	25.0	25.143390655517578
371.88	24.68528177747503	30.0625	25.125	25.0	25.143390655517578
375.74	24.66988985152566	30.0	25.0625	25.0	25.143390655517578
379.57	24.66988985152566	29.9375	25.0625	25.0	25.143390655517578
383.41	24.66988985152566	29.8125	25.0625	25.0	25.143390655517578
387.22	24.66475921012461	29.75	25.125	25.0	25.143390655517578
391.01	24.633975367830136	29.625	25.125	25.0	25.143390655517578
394.93	24.623714089393616	29.5625	25.125	25.0	25.128339767456055
398.85	24.623714089393616	29.5	25.125	25.0	25.128339767456055
402.67	24.633975367830136	29.375	25.125	25.0	25.128339767456055
406.55	24.65449792819563	29.3125	25.125	25.0	25.128339767456055
410.46	24.63910600748495	29.25	25.125	25.0	25.128339767456055
414.29	24.623714089393616	29.1875	25.125	25.0	25.128339767456055
418.13	24.61345281212125	29.125	25.125	25.0	25.128339767456055
422.04	24.61345281212125	29.0	25.125	25.0	25.128339767456055
425.9	24.623714089393616	28.9375	25.125	25.0	25.128339767456055
429.74	24.623714089393616	28.875	25.125	25.0	25.128339767456055
433.59	24.623714089393616	28.8125	25.125	25.0	25.128339767456055
437.42	24.618583450611915	28.8125	25.125	25.0	25.128339767456055
441.24	24.623714089393616	28.6875	25.125	25.0	25.128339767456055
445.11	24.633975367830136	28.6875	25.125	25.0	25.128339767456055
448.94	24.63910600748495	28.625	25.125	25.0	25.128339767456055
452.75	24.633975367830136	28.5625	25.125	25.0	25.128339767456055
456.61	24.623714089393616	28.5	25.125	25.0	25.128339767456055
460.47	24.618583450611915	28.375	25.125	25.0	25.128339767456055
464.28	24.628844728466355	28.375	25.125	25.0	25.128339767456055
468.1	24.64423664743081	28.25	25.125	25.0	25.128339767456055
471.9	24.64423664743081	28.1875	25.125	25.0	25.128339767456055
475.73	24.64423664743081	28.1875	25.125	25.0	25.128339767456055
479.56	24.64423664743081	28.125	25.125	25.0	25.128339767456055
483.41	24.633975367830136	28.0625	25.125	25.0	25.128339767456055
487.27	24.628844728466355	28.0	25.125	25.0	25.128339767456055
491.09	24.63910600748495	28.0	25.125	25.0	25.128339767456055
494.95	24.633975367830136	27.9375	25.125	25.0	25.128339767456055
498.8	24.633975367830136	27.875	25.125	25.0	25.128339767456055
502.61	24.64423664743081	27.8125	25.125	25.0	25.128339767456055
506.46	24.63910600748495	27.8125	25.125	25.0	25.128339767456055
510.28	24.6493672876677	27.75	25.125	25.0	25.128339767456055
514.15	24.659628569014604	27.6875	25.1875	25.0	25.128339767456055
517.97	24.66475921012461	27.625	25.125	25.0	25.128339767456055
521.81	24.64423664743081	27.625	25.1875	25.0	25.128339767456055
525.65	24.6493672876677	27.5625	25.1875	25.0	25.128339767456055
529.53	24.66988985152566	27.5625	25.125	25.0	25.128339767456055
533.35	24.66475921012461	27.5	25.1875	25.0	25.128339767456055
537.17	24.64423664743081	27.5	25.1875	25.0	25.128339767456055
541.01	24.63910600748495	27.5	25.1875	25.0	25.128339767456055
544.86	24.6493672876677	27.375	25.1875	25.0	25.128339767456055
548.68	24.64423664743081	27.375	25.1875	25.0	25.128339767456055
552.5	24.64423664743081	27.3125	25.1875	25.0	25.128339767456055
