Time [s]	Sensor 1: BME280 @I2C [°C]	Sensor 2: DS18B20 @GPIO [°C]	Sensor 3: DS18B20 @GPIO [°C]	Sensor 4: DS18B20 @GPIO [°C]	Sensor 5: OPUS20 @LAN [°C]
850.29	24.495448207162553	50.25	24.75	24.6875	25.00690269470215
854.15	24.52110136905685	50.3125	24.75	24.75	25.00690269470215
858.03	24.510840103426016	50.375	24.75	24.75	25.00690269470215
861.99	24.53136263585184	50.4375	24.75	24.75	25.00690269470215
865.87	24.53136263585184	50.4375	24.75	24.75	25.00690269470215
869.64	24.53136263585184	50.5625	24.75	24.75	25.00690269470215
873.5	24.55188517293427	50.625	24.75	24.75	25.00690269470215
877.37	24.54162390381098	50.625	24.75	24.75	25.00690269470215
881.17	24.510840103426016	50.75	24.75	24.75	25.00690269470215
885.02	24.469795052544214	50.625	24.75	24.75	25.00690269470215
888.93	24.44927253408823	50.625	24.6875	24.6875	25.00690269470215
892.77	24.444141905201832	50.5625	24.6875	24.6875	25.00690269470215
896.62	24.44927253408823	50.5	24.6875	24.6875	25.00690269470215
900.49	24.428750020288863	50.5	24.6875	24.6875	25.00690269470215
904.38	24.408227511146105	50.5	24.6875	24.6875	25.00690269470215
908.31	24.41335813799524	50.5	24.6875	24.6875	25.00690269470215
912.12	24.418488765135407	50.4375	24.6875	24.625	25.00690269470215
915.91	24.45440316326567	50.4375	24.6875	24.625	24.991849899291992
919.73	24.464664422493662	50.5	24.6875	24.625	24.991849899291992
923.52	24.45440316326567	50.5	24.6875	24.625	24.991849899291992
927.34	24.49031757565681	50.5625	24.6875	24.625	24.991849899291992
931.15	24.510840103426016	50.5625	24.6875	24.6875	24.991849899291992
934.95	24.526232002308824	50.625	24.6875	24.625	24.991849899291992
938.79	24.52110136905685	50.6875	24.6875	24.625	24.991849899291992
942.64	24.495448207162553	50.75	24.6875	24.625	24.991849899291992
946.42	24.505709471047158	50.75	24.6875	24.625	24.991849899291992
950.23	24.505709471047158	50.8125	24.6875	24.625	24.991849899291992
954.14	24.500578838959335	50.9375	24.6875	24.625	24.991849899291992
958.08	24.52110136905685	51.0	24.6875	24.625	24.991849899291992
961.95	24.53136263585184	51.0625	24.6875	24.625	24.991849899291992
965.82	24.55188517293427	51.125	24.6875	24.625	24.991849899291992
969.74	24.557015807932476	51.1875	24.6875	24.625	24.991849899291992
973.58	24.572407714673318	51.25	24.6875	24.625	24.991849899291992
977.5	24.572407714673318	51.3125	24.6875	24.625	25.00690269470215
981.42	24.582668987289072	51.375	24.6875	24.625	25.00690269470215
985.35	24.582668987289072	51.4375	24.6875	24.625	25.00690269470215
989.27	24.577538350835674	51.5	24.6875	24.625	25.00690269470215
993.17	24.598060898395488	51.5625	24.6875	24.625	25.00690269470215
997.02	24.59293026106898	51.625	24.6875	24.625	25.00690269470215
1000.95	24.61345281212125	51.6875	24.6875	24.625	25.00690269470215
1004.87	24.628844728466355	51.75	24.6875	24.625	25.00690269470215
1008.77	24.64423664743081	51.75	24.6875	24.625	25.00690269470215
1012.54	24.659628569014604	51.875	24.6875	24.625	25.00690269470215
1016.48	24.64423664743081	51.875	24.6875	24.625	25.00690269470215
1020.31	24.633975367830136	51.9375	24.75	24.625	25.00690269470215
1024.24	24.633975367830136	52.0	24.75	24.625	25.00690269470215
1028.16	24.6493672876677	52.0	24.75	24.625	25.00690269470215
1031.98	24.64423664743081	52.0625	24.6875	24.625	25.00690269470215
1035.9	24.623714089393616	52.125	24.6875	24.625	24.988170623779297
1039.82	24.628844728466355	52.125	24.6875	24.625	24.988170623779297
1043.67	24.623714089393616	52.1875	24.75	24.625	24.988170623779297
1047.56	24.618583450611915	52.25	24.75	24.625	24.988170623779297
1051.43	24.61345281212125	52.3125	24.75	24.625	24.988170623779297
1055.36	24.618583450611915	52.3125	24.75	24.6875	24.988170623779297
1059.2	24.64423664743081	52.375	24.75	24.6875	24.988170623779297
1063.09	24.66475921012461	52.4375	24.75	24.6875	24.988170623779297
1066.92	24.68528177747503	52.4375	24.75	24.6875	24.988170623779297
1070.71	24.66475921012461	52.4375	24.75	24.6875	24.988170623779297
1074.58	24.64423664743081	52.5	24.75	24.6875	24.988170623779297
1078.47	24.623714089393616	52.5	24.75	24.625	24.988170623779297
1082.31	24.618583450611915	52.5625	24.75	24.625	24.988170623779297
1086.23	24.603191536013036	52.5625	24.6875	24.625	24.988170623779297
1090.08	24.61345281212125	52.625	24.75	24.625	24.988170623779297
1093.98	24.603191536013036	52.625	24.75	24.625	24.988170623779297
1097.84	24.598060898395488	52.6875	24.75	24.625	25.003223419189453
1101.74	24.608322173921625	52.75	24.6875	24.625	25.003223419189453
1105.58	24.603191536013036	52.75	24.6875	24.625	25.003223419189453
1109.43	24.61345281212125	52.8125	24.6875	24.625	25.003223419189453
1113.32	24.623714089393616	52.75	24.6875	24.625	25.003223419189453
1117.11	24.587799624033504	52.8125	24.6875	24.625	25.003223419189453
1120.95	24.59293026106898	52.875	24.6875	24.625	25.003223419189453
1124.84	24.59293026106898	52.875	24.6875	24.625	25.003223419189453
1128.64	24.582668987289072	52.875	24.6875	24.625	25.003223419189453
