Time [s]	Sensor 1: Pt100-4wire @Keysight [°C]	Sensor 2: BME280 @I2C [°C]	Sensor 3: DS18B20 @GPIO [°C]	Sensor 4: DS18B20 @GPIO [°C]	Sensor 5: DS18B20 @GPIO [°C]	Sensor 6: OPUS20 @LAN [°C]
212.07	30.039078	24.61345281212125	28.4375	28.4375	28.3125	23.954849243164062
216.47	29.7951519	24.587799624033504	28.25	28.25	28.125	23.954849243164062
220.89	29.5956433	24.61345281212125	28.125	28.125	28.0	23.954849243164062
225.29	29.4131871	24.587799624033504	27.875	28.0	27.8125	23.954849243164062
229.66	29.2393958	24.55188517293427	27.75	27.875	27.6875	23.954849243164062
234.06	29.0560698	24.49031757565681	27.625	27.75	27.6875	23.954849243164062
238.43	28.9131988	24.53136263585184	27.5	27.625	27.4375	23.977636337280273
242.75	28.7864643	24.59293026106898	27.375	27.5625	27.3125	23.977636337280273
247.1	28.6587021	24.628844728466355	27.375	27.4375	27.25	23.977636337280273
251.52	28.5295192	24.680151135200866	27.1875	27.375	27.1875	23.977636337280273
255.93	28.4020211	24.726326926145703	27.125	27.25	27.0625	23.977636337280273
260.29	28.2839904	24.74684950746596	27.0	27.1875	26.9375	23.977636337280273
264.75	28.1513633	24.705804349482058	26.9375	27.125	26.875	23.977636337280273
269.12	28.0317003	24.700673706043744	26.875	27.0	26.75	23.977636337280273
