Time [s]	Sensor 1: Pt100-4wire @Keysight [°C]	Sensor 2: DS18B20 @GPIO [°C]	Sensor 3: DS18B20 @GPIO [°C]
29399.61	13.7804104	13.125	13.75
29402.74	13.7817242	13.125	13.75
29405.87	13.7826937	13.1875	13.75
29409.0	13.7844268	13.125	13.75
29412.09	13.7858117	13.1875	13.75
29415.25	13.7868026	13.125	13.75
29418.33	13.788378	13.125	13.75
29421.52	13.7893389	13.125	13.75
29424.64	13.7907867	13.1875	13.75
29427.81	13.7923058	13.1875	13.75
29430.93	13.7933347	13.1875	13.75
29434.06	13.7945744	13.1875	13.75
29437.19	13.7964557	13.1875	13.75
29440.3	13.7971401	13.1875	13.75
29443.43	13.7986645	13.1875	13.75
29446.54	13.8001708	13.1875	13.75
29449.68	13.8012351	13.1875	13.75
29452.79	13.8026815	13.1875	13.75
29455.9	13.8037164	13.1875	13.75
29459.03	13.80463	13.1875	13.75
29462.14	13.80641	13.1875	13.75
29465.23	13.8072484	13.1875	13.75
29468.39	13.809136	13.1875	13.75
29471.51	13.8100332	13.1875	13.75
29474.62	13.811493	13.1875	13.75
29477.82	13.8134572	13.1875	13.75
29480.93	13.8137811	13.1875	13.75
29484.04	13.8148673	13.1875	13.75
29487.3	13.816681	13.1875	13.75
29490.38	13.817861	13.1875	13.75
29493.48	13.8189452	13.1875	13.75
29496.6	13.8203373	13.1875	13.75
29499.7	13.8214576	13.1875	13.75
29502.82	13.8232207	13.1875	13.75
29505.95	13.8242683	13.1875	13.75
29509.07	13.8259216	13.1875	13.75
29512.21	13.8273676	13.1875	13.75
29515.32	13.8278916	13.1875	13.8125
29518.43	13.8292935	13.1875	13.8125
29521.53	13.830063	13.1875	13.8125
29524.67	13.832042	13.1875	13.8125
29527.8	13.8330538	13.1875	13.8125
29530.87	13.8347925	13.1875	13.8125
29534.03	13.8357145	13.1875	13.8125
29537.14	13.8371935	13.1875	13.8125
29540.28	13.8384355	13.1875	13.75
29543.38	13.8393387	13.1875	13.8125
29546.56	13.8407872	13.1875	13.8125
29549.73	13.84198	13.25	13.8125
29552.96	13.8435749	13.1875	13.8125
29556.06	13.8448328	13.1875	13.8125
29559.19	13.8459208	13.1875	13.8125
29562.32	13.8473715	13.25	13.8125
29565.42	13.8484668	13.1875	13.8125
29568.53	13.8497955	13.25	13.8125
29571.63	13.8509892	13.25	13.8125
29574.79	13.8524655	13.25	13.8125
29577.92	13.8537035	13.25	13.8125
29581.01	13.8545056	13.25	13.8125
29584.15	13.8563014	13.25	13.8125
29587.26	13.8573247	13.25	13.8125
29590.46	13.8588963	13.25	13.8125
29593.59	13.8597879	13.25	13.8125
29596.66	13.8610784	13.25	13.8125
29599.84	13.8624144	13.25	13.8125
29602.94	13.8636902	13.25	13.8125
29606.05	13.8649552	13.25	13.8125
29609.2	13.8662999	13.25	13.8125
29612.3	13.8674669	13.25	13.8125
29615.42	13.8688569	13.25	13.8125
29618.56	13.8700565	13.25	13.8125
29621.68	13.8715023	13.25	13.8125
29624.79	13.8718861	13.25	13.8125
29627.9	13.8735666	13.25	13.8125
29631.03	13.8752548	13.25	13.8125
29634.12	13.8765574	13.25	13.8125
29637.18	13.8776124	13.25	13.8125
29640.26	13.8784929	13.25	13.8125
29643.37	13.8800878	13.25	13.8125
29646.5	13.8810692	13.25	13.8125
29649.64	13.8825766	13.25	13.8125
29652.75	13.8837597	13.25	13.8125
29655.86	13.8852667	13.25	13.8125
29658.98	13.886168	13.25	13.8125
29662.11	13.8876267	13.25	13.8125
29665.27	13.8887215	13.25	13.875
29668.39	13.8896253	13.25	13.8125
29671.5	13.8910225	13.25	13.8125
29674.65	13.892545	13.25	13.875
29677.78	13.8938587	13.25	13.8125
29680.99	13.8954212	13.25	13.8125
29684.13	13.8958933	13.25	13.8125
29687.28	13.8975177	13.3125	13.875
29690.4	13.8992229	13.25	13.875
29693.5	13.900256	13.25	13.875
29696.64	13.9008855	13.3125	13.875
29699.81	13.9027277	13.25	13.8125
29702.9	13.9038995	13.3125	13.875
29706.06	13.9046812	13.3125	13.875
29709.19	13.9063814	13.3125	13.875
29712.31	13.9075986	13.3125	13.875
29715.42	13.9085969	13.25	13.875
29718.54	13.9097526	13.3125	13.875
29721.75	13.9110046	13.3125	13.875
29724.91	13.9125574	13.3125	13.875
29728.08	13.9141162	13.3125	13.875
29731.19	13.9151352	13.3125	13.875
29734.38	13.9162903	13.3125	13.875
29737.53	13.9177198	13.3125	13.875
29740.71	13.9189164	13.3125	13.875
29743.82	13.920086	13.3125	13.875
29746.94	13.9215015	13.3125	13.875
29750.14	13.9225596	13.3125	13.875
29753.3	13.9239868	13.3125	13.875
29756.46	13.9253015	13.3125	13.875
29759.66	13.9264809	13.3125	13.875
29762.79	13.9281783	13.3125	13.875
29765.91	13.9289184	13.3125	13.875
29769.03	13.9301262	13.3125	13.875
29772.16	13.9312556	13.3125	13.875
29775.27	13.9329862	13.3125	13.875
29778.4	13.9344098	13.3125	13.875
29781.51	13.9351587	13.3125	13.875
29784.63	13.9361655	13.3125	13.875
29787.75	13.9378578	13.3125	13.875
29790.88	13.9387251	13.3125	13.875
29793.96	13.9402106	13.3125	13.875
29797.08	13.9414792	13.3125	13.875
29800.24	13.9423829	13.3125	13.875
29803.38	13.9437588	13.3125	13.875
29806.54	13.9454567	13.3125	13.875
29809.66	13.9466123	13.3125	13.875
29812.78	13.9471943	13.3125	13.875
29815.9	13.9486956	13.3125	13.875
29819.04	13.9498184	13.3125	13.875
29822.14	13.9508704	13.3125	13.875
29825.28	13.9524677	13.3125	13.875
29828.46	13.9535154	13.3125	13.875
29831.66	13.9549708	13.3125	13.875
29834.77	13.9555881	13.3125	13.875
29837.92	13.9569362	13.375	13.875
29841.03	13.9581906	13.3125	13.875
29844.15	13.960348	13.375	13.875
29847.27	13.960933	13.375	13.875
29850.39	13.9621527	13.3125	13.875
29853.5	13.9631712	13.375	13.9375
29856.62	13.9646111	13.3125	13.875
29859.73	13.9660521	13.3125	13.875
29862.88	13.9671663	13.3125	13.9375
29866.0	13.9681094	13.375	13.875
29869.09	13.9698656	13.375	13.875
29872.21	13.9711013	13.375	13.9375
29875.43	13.9717892	13.375	13.9375
29878.55	13.9733803	13.375	13.9375
29881.65	13.9744324	13.375	13.9375
29884.8	13.975535	13.375	13.9375
29887.91	13.9773084	13.375	13.875
29891.02	13.978024	13.375	13.9375
29894.15	13.979918	13.375	13.9375
29897.27	13.9801285	13.375	13.9375
29900.42	13.9819674	13.375	13.9375
29903.57	13.9826814	13.375	13.9375
29906.72	13.9844475	13.375	13.9375
29909.89	13.9854904	13.375	13.9375
29913.01	13.9869505	13.375	13.9375
29916.23	13.9876141	13.375	13.9375
29919.34	13.9890129	13.375	13.9375
29922.48	13.9903042	13.375	13.9375
29925.62	13.9915604	13.375	13.9375
29928.8	13.9926565	13.375	13.9375
29931.91	13.9937486	13.375	13.9375
29935.2	13.9953214	13.375	13.9375
29938.31	13.9968749	13.375	13.9375
29941.44	13.9980811	13.375	13.9375
29944.53	13.9994144	13.375	13.9375
29947.65	14.0000662	13.375	13.9375
29950.78	14.0015617	13.375	13.9375
29954.0	14.00251	13.375	13.9375
29957.2	14.0041784	13.375	13.9375
29960.4	14.0054398	13.375	13.9375
29963.52	14.0065846	13.375	13.9375
29966.64	14.0076255	13.375	13.9375
29969.83	14.0082501	13.375	13.9375
29972.95	14.0098071	13.375	13.9375
29976.08	14.0108291	13.375	13.9375
29979.18	14.012768	13.375	13.9375
29982.31	14.0137658	13.375	13.9375
29985.41	14.0144355	13.375	13.9375
29988.54	14.015893	13.375	13.9375
29991.62	14.0174038	13.375	13.9375
29994.8	14.0183691	13.375	13.9375
29997.89	14.0196619	13.375	13.9375
30001.04	14.0208122	13.4375	13.9375
30004.13	14.0222069	13.375	13.9375
30007.37	14.0234732	13.375	13.9375
30010.54	14.0242006	13.4375	13.9375
30013.66	14.025771	13.4375	13.9375
30016.74	14.0268767	13.4375	13.9375
30019.9	14.0278088	13.4375	13.9375
30023.02	14.0293638	13.375	13.9375
30026.14	14.0305019	13.4375	13.9375
30029.25	14.0312032	13.4375	13.9375
30032.4	14.032801	13.4375	13.9375
30035.59	14.0340684	13.4375	14.0
30038.7	14.0345594	13.4375	13.9375
30041.91	14.0365207	13.4375	14.0
30045.03	14.0373643	13.4375	13.9375
30048.16	14.0386504	13.4375	13.9375
30051.33	14.0402495	13.4375	14.0
30054.45	14.0417894	13.4375	14.0
30057.58	14.0426446	13.4375	14.0
30060.79	14.0431287	13.4375	14.0
30063.9	14.0448375	13.4375	14.0
30067.04	14.0462092	13.4375	14.0
30070.13	14.047043	13.4375	13.9375
30073.26	14.0484854	13.4375	14.0
30076.38	14.0492506	13.4375	14.0
30079.51	14.0509095	13.4375	14.0
30082.61	14.0521177	13.4375	14.0
30085.73	14.0531739	13.4375	14.0
30088.85	14.0541279	13.4375	14.0
30092.07	14.0557963	13.4375	14.0
30095.18	14.0566625	13.4375	14.0
30098.32	14.0575237	13.4375	14.0
30101.43	14.0591709	13.4375	14.0
30104.53	14.060731	13.5	14.0
30107.66	14.0614856	13.4375	14.0
30110.79	14.0626296	13.4375	14.0
30113.91	14.0641604	13.4375	14.0
30117.04	14.0651278	13.4375	14.0
30120.16	14.0662645	13.4375	14.0
30123.26	14.067603	13.4375	14.0
30126.37	14.0689364	13.4375	14.0
30129.59	14.0695957	13.4375	14.0
30132.72	14.070844	13.4375	14.0
30135.9	14.0722369	13.4375	14.0
30139.02	14.072997	13.4375	14.0
30142.13	14.0746357	13.4375	14.0
30145.26	14.0757952	13.4375	14.0
30148.35	14.0767649	13.4375	14.0
30151.52	14.0782418	13.5	14.0
30154.71	14.0789242	13.4375	14.0
30157.83	14.0804599	13.4375	14.0
30160.93	14.0816732	13.5	14.0
30164.07	14.0832192	13.5	14.0
30167.17	14.0843663	13.5	14.0
30170.39	14.0852112	13.5	14.0
30173.51	14.0863557	13.5	14.0
30176.63	14.0878933	13.5	14.0
30179.74	14.0888728	13.5	14.0
30182.98	14.0899943	13.5	14.0
30186.15	14.0917076	13.5	14.0
30189.29	14.0923875	13.5	14.0
30192.46	14.0939861	13.5	14.0
30195.57	14.0946539	13.5	14.0
30198.7	14.0957565	13.5	14.0
30201.8	14.0971629	13.5	14.0
30204.94	14.0977095	13.5	14.0
30208.07	14.0993937	13.5	14.0
30211.19	14.1007289	13.5	14.0
30214.4	14.1015884	13.5	14.0625
30217.52	14.1027574	13.5	14.0
30220.63	14.1036064	13.5	14.0625
30223.74	14.1047206	13.5	14.0
30226.94	14.1065796	13.5	14.0
30230.07	14.1072663	13.5	14.0
30233.28	14.1091886	13.5	14.0625
30236.4	14.1105384	13.5	14.0625
30239.49	14.1110532	13.5	14.0625
30242.62	14.1125302	13.5	14.0625
30245.82	14.113702	13.5	14.0625
30248.97	14.1153376	13.5	14.0
30252.15	14.1160994	13.5	14.0625
30255.36	14.1170898	13.5	14.0625
30258.53	14.1181974	13.5	14.0625
30261.74	14.119797	13.5	14.0625
30264.86	14.1208717	13.5	14.0625
30268.0	14.1219359	13.5	14.0625
30271.11	14.1227867	13.5	14.0625
30274.22	14.1241444	13.5	14.0625
30277.36	14.1248531	13.5	14.0625
30280.46	14.1266285	13.5	14.0625
30283.58	14.1271245	13.5	14.0625
30286.7	14.1283381	13.5	14.0625
30289.81	14.1300208	13.5	14.0625
30292.95	14.1313278	13.5	14.0625
30296.06	14.1323003	13.5	14.0625
30299.2	14.1337119	13.5625	14.0625
30302.29	14.1346018	13.5	14.0625
30305.52	14.1354102	13.5	14.0625
30308.64	14.1371381	13.5625	14.0625
30311.75	14.1378718	13.5625	14.0625
30314.9	14.139199	13.5	14.0625
30318.07	14.1401583	13.5625	14.0625
30321.18	14.1411847	13.5625	14.0625
30324.29	14.143286	13.5625	14.0625
30327.43	14.1441427	13.5625	14.0625
30330.62	14.1452546	13.5625	14.0625
30333.81	14.1460773	13.5625	14.0625
30336.94	14.1480607	13.5625	14.0625
30340.06	14.1488939	13.5625	14.0625
30343.17	14.1497905	13.5625	14.0625
30346.41	14.1513334	13.5625	14.0625
30349.59	14.1527173	13.5625	14.0625
30352.79	14.153426	13.5625	14.0625
30355.86	14.1544549	13.5625	14.0625
30359.02	14.1557594	13.5625	14.0625
30362.14	14.1567415	13.5625	14.0625
30365.26	14.157416	13.5625	14.0625
30368.37	14.1593365	13.5625	14.0625
30371.57	14.1604166	13.5625	14.0625
30374.7	14.1615736	13.5625	14.0625
30377.83	14.1626592	13.5625	14.0625
30380.91	14.1635045	13.5625	14.0625
30384.08	14.1651178	13.5625	14.0625
30387.19	14.1661278	13.5625	14.0625
30390.31	14.1671456	13.5625	14.0625
30393.44	14.1682319	13.5625	14.0625
30396.63	14.1696156	13.5625	14.0625
30399.75	14.1704884	13.5625	14.0625
30402.85	14.1719534	13.5625	14.0625
30405.96	14.1732781	13.5625	14.125
30409.11	14.1739947	13.5625	14.0625
30412.26	14.1751774	13.5625	14.125
30415.43	14.1763771	13.5625	14.0625
30418.55	14.1774254	13.5625	14.0625
30421.66	14.1785696	13.5625	14.0625
30424.8	14.1795613	13.5625	14.0625
30427.89	14.1807494	13.5625	14.0625
30431.12	14.1821077	13.5625	14.125
30434.2	14.1830433	13.5625	14.125
30437.33	14.1849004	13.5625	14.125
30440.47	14.1858176	13.5625	14.0625
30443.66	14.1869551	13.5625	14.125
30446.74	14.1881072	13.5625	14.125
30449.89	14.1888447	13.5625	14.125
30453.12	14.1900437	13.5625	14.125
30456.23	14.190733	13.5625	14.0625
30459.35	14.1924468	13.5625	14.125
30462.47	14.1933122	13.625	14.125
30465.67	14.1947241	13.625	14.125
30468.79	14.1958531	13.5625	14.125
30471.86	14.19709	13.5625	14.125
30475.08	14.198642	13.5625	14.125
30478.21	14.1991899	13.625	14.125
30481.35	14.2002078	13.5625	14.125
30484.47	14.2016051	13.625	14.125
30487.59	14.2019307	13.625	14.125
30490.7	14.2037957	13.625	14.125
30493.9	14.2046948	13.625	14.125
30497.03	14.2059323	13.625	14.125
30500.13	14.2068167	13.625	14.125
30503.28	14.2085849	13.625	14.125
30506.37	14.2093138	13.625	14.125
30509.59	14.2108159	13.625	14.125
30512.69	14.2117469	13.625	14.125
30515.83	14.2130273	13.625	14.125
30518.95	14.2142856	13.625	14.125
30522.09	14.2156688	13.625	14.125
30525.27	14.216238	13.625	14.125
30528.4	14.2174223	13.625	14.125
30531.51	14.2186934	13.625	14.125
30534.62	14.2197255	13.625	14.125
30537.7	14.2208365	13.625	14.125
30540.89	14.2227285	13.625	14.125
30544.07	14.2232658	13.625	14.125
30547.19	14.2245472	13.625	14.125
30550.32	14.2256087	13.625	14.125
30553.44	14.226463	13.625	14.125
30556.53	14.2279317	13.625	14.125
30559.68	14.2289569	13.625	14.125
30562.85	14.2298566	13.625	14.125
30566.0	14.2310765	13.625	14.125
30569.11	14.2320084	13.625	14.125
30572.22	14.2338638	13.625	14.125
30575.43	14.2343565	13.625	14.125
30578.53	14.2357661	13.625	14.125
30581.67	14.2368877	13.625	14.125
30584.78	14.2379518	13.625	14.125
30587.93	14.2393406	13.625	14.125
30591.12	14.2404359	13.625	14.125
30594.3	14.2408002	13.625	14.125
30597.44	14.2419431	13.625	14.125
30600.56	14.2435223	13.6875	14.125
30603.7	14.2440724	13.625	14.125
30606.87	14.2458254	13.625	14.125
30609.99	14.2467846	13.625	14.125
30613.1	14.2485176	13.625	14.125
30616.21	14.2494311	13.6875	14.125
30619.35	14.2508595	13.625	14.125
30622.48	14.2517681	13.6875	14.125
30625.57	14.2524428	13.625	14.125
30628.67	14.2529092	13.625	14.125
30631.82	14.2544688	13.625	14.125
30634.94	14.2556052	13.625	14.125
30638.05	14.2570714	13.6875	14.1875
30641.19	14.2581913	13.6875	14.1875
30644.29	14.2590148	13.6875	14.125
30647.43	14.2603704	13.6875	14.1875
30650.55	14.2609646	13.6875	14.1875
30653.67	14.2626375	13.6875	14.1875
30656.85	14.2636848	13.6875	14.125
30659.99	14.2647216	13.6875	14.1875
30663.12	14.2655572	13.625	14.1875
30666.24	14.2667333	13.6875	14.125
30669.31	14.2678244	13.6875	14.1875
30672.47	14.2692315	13.6875	14.1875
30675.61	14.2704555	13.6875	14.1875
30678.81	14.2712318	13.6875	14.1875
30681.98	14.2724663	13.6875	14.1875
30685.1	14.2738685	13.6875	14.1875
30688.31	14.2746816	13.6875	14.1875
30691.41	14.2758924	13.6875	14.1875
30694.5	14.2768035	13.6875	14.1875
30697.67	14.2785374	13.6875	14.1875
30700.79	14.2792529	13.6875	14.1875
30703.97	14.2808088	13.6875	14.1875
30707.13	14.2814869	13.6875	14.1875
30710.31	14.2823581	13.6875	14.1875
30713.43	14.2838939	13.6875	14.1875
30716.54	14.2849782	13.6875	14.1875
30719.67	14.2854638	13.6875	14.1875
30722.78	14.2866953	13.6875	14.1875
30725.9	14.2881884	13.6875	14.1875
30729.11	14.2891781	13.6875	14.1875
30732.23	14.2901766	13.6875	14.1875
30735.34	14.2912542	13.6875	14.1875
30738.48	14.2922833	13.6875	14.1875
30741.58	14.2936526	13.6875	14.1875
30744.72	14.2947882	13.6875	14.1875
30747.82	14.2960811	13.6875	14.1875
30751.03	14.2971241	13.6875	14.1875
30754.15	14.2983751	13.6875	14.1875
30757.26	14.2991223	13.6875	14.1875
30760.37	14.3007679	13.6875	14.1875
30763.49	14.3010595	13.6875	14.1875
30766.7	14.3030015	13.6875	14.1875
30769.83	14.3034386	13.6875	14.1875
30772.96	14.3045886	13.6875	14.1875
30776.06	14.3055856	13.6875	14.1875
30779.21	14.3068176	13.75	14.1875
30782.4	14.3080992	13.6875	14.1875
30785.48	14.3087433	13.6875	14.1875
30788.63	14.3103211	13.6875	14.1875
30791.74	14.3109695	13.75	14.1875
30794.87	14.312426	13.6875	14.1875
30798.07	14.3133	13.6875	14.1875
30801.26	14.3146974	13.6875	14.1875
30804.4	14.315897	13.6875	14.1875
30807.58	14.3173365	13.75	14.1875
30810.72	14.3183	13.75	14.1875
30813.82	14.3193187	13.75	14.1875
30816.93	14.3202445	13.75	14.25
30820.06	14.3213815	13.75	14.1875
30823.27	14.3226441	13.75	14.25
30826.37	14.3235985	13.75	14.25
30829.52	14.3240303	13.75	14.25
30832.72	14.3260414	13.75	14.1875
30835.87	14.3271899	13.75	14.1875
30839.04	14.3280175	13.75	14.25
30842.16	14.3292025	13.75	14.25
30845.33	14.3302724	13.75	14.25
30848.47	14.3313343	13.75	14.25
30851.57	14.3321668	13.75	14.1875
30854.71	14.3335318	13.75	14.1875
30857.83	14.3341264	13.75	14.1875
30860.94	14.3351403	13.75	14.1875
30864.16	14.3365288	13.75	14.25
30867.28	14.3375988	13.75	14.25
30870.39	14.3387424	13.75	14.25
30873.51	14.3401245	13.75	14.25
30876.68	14.3405442	13.75	14.25
30879.99	14.3423197	13.75	14.25
30883.09	14.3430963	13.75	14.25
30886.23	14.3443362	13.75	14.25
30889.33	14.3451052	13.75	14.25
30892.47	14.3465308	13.75	14.25
30895.55	14.3476433	13.75	14.25
30898.7	14.3493376	13.75	14.25
30901.9	14.3496931	13.75	14.25
30905.03	14.3502543	13.75	14.25
30908.15	14.3519352	13.75	14.25
30911.27	14.3530179	13.75	14.25
30914.47	14.3537328	13.75	14.25
30917.57	14.3551485	13.75	14.25
30920.71	14.3558316	13.75	14.25
30923.81	14.3577058	13.75	14.25
30926.96	14.3580096	13.75	14.25
30930.14	14.3593576	13.75	14.25
30933.27	14.3600547	13.75	14.25
30936.39	14.3614899	13.75	14.25
30939.54	14.3626287	13.75	14.25
30942.66	14.364187	13.75	14.25
30945.82	14.3648415	13.75	14.25
30948.95	14.3659411	13.75	14.25
30952.08	14.3674447	13.8125	14.25
30955.26	14.3682719	13.75	14.25
30958.37	14.3687372	13.75	14.25
30961.51	14.3704853	13.8125	14.25
30964.7	14.3713152	13.8125	14.25
30967.78	14.3725438	13.75	14.25
30970.95	14.3735848	13.8125	14.25
30974.07	14.3749092	13.75	14.25
30977.19	14.3754142	13.8125	14.25
30980.3	14.3763625	13.8125	14.25
30983.51	14.3780514	13.75	14.25
30986.63	14.3789974	13.8125	14.25
30989.75	14.379877	13.8125	14.25
30992.88	14.38046	13.8125	14.25
30995.97	14.3821294	13.8125	14.25
30999.11	14.3833372	13.8125	14.25
31002.23	14.3841702	13.8125	14.25
31005.33	14.3850364	13.8125	14.25
31008.42	14.3862513	13.8125	14.25
31011.59	14.3873121	13.8125	14.25
31014.69	14.3888303	13.8125	14.25
31017.82	14.3896658	13.8125	14.25
31020.89	14.390527	13.8125	14.25
31024.07	14.3915963	13.8125	14.25
31027.19	14.3926546	13.8125	14.25
31030.29	14.3939775	13.8125	14.3125
31033.54	14.3951586	13.8125	14.3125
31036.7	14.3959855	13.8125	14.25
31039.83	14.397445	13.8125	14.3125
31042.93	14.3983941	13.8125	14.3125
31046.05	14.3994102	13.8125	14.3125
31049.18	14.4001037	13.8125	14.25
31052.31	14.4017275	13.8125	14.25
31055.51	14.4029187	13.8125	14.3125
31058.64	14.4038067	13.8125	14.3125
31061.75	14.4047453	13.8125	14.3125
31064.95	14.4058176	13.8125	14.25
31068.07	14.4066899	13.8125	14.25
31071.19	14.4080361	13.8125	14.3125
31074.29	14.4087626	13.8125	14.3125
31077.44	14.4100574	13.8125	14.3125
31080.53	14.4110199	13.8125	14.3125
31083.67	14.4119935	13.8125	14.3125
31086.77	14.4130553	13.8125	14.3125
31089.9	14.4144056	13.8125	14.3125
31093.02	14.4155476	13.8125	14.3125
31096.15	14.4164038	13.8125	14.3125
31099.23	14.4172841	13.8125	14.3125
31102.39	14.4183252	13.8125	14.3125
31105.59	14.4195415	13.8125	14.3125
31108.69	14.4208168	13.8125	14.3125
31111.81	14.4214761	13.8125	14.3125
31114.94	14.4225539	13.875	14.3125
31118.06	14.4235793	13.8125	14.3125
31121.26	14.4247334	13.8125	14.3125
31124.4	14.4258152	13.8125	14.3125
31127.57	14.4267899	13.8125	14.3125
31130.71	14.4277531	13.8125	14.3125
31133.85	14.4289899	13.875	14.3125
31137.03	14.4303674	13.875	14.3125
31140.14	14.431395	13.8125	14.3125
31143.27	14.4319708	13.8125	14.3125
31146.37	14.4332481	13.875	14.3125
31149.52	14.4341708	13.8125	14.3125
31152.61	14.4348042	13.8125	14.3125
31155.75	14.4362313	13.875	14.3125
31158.9	14.4373739	13.875	14.3125
31162.07	14.4381984	13.875	14.3125
31165.14	14.4395952	13.875	14.3125
31168.29	14.440212	13.875	14.3125
31171.41	14.4418557	13.875	14.3125
31174.55	14.4428829	13.875	14.3125
31177.66	14.4438992	13.875	14.3125
31180.87	14.4447938	13.875	14.3125
31183.97	14.4458277	13.875	14.3125
31187.17	14.4468695	13.875	14.3125
31190.28	14.4478966	13.875	14.3125
31193.43	14.4485474	13.875	14.3125
31196.54	14.4495739	13.875	14.3125
31199.65	14.4508366	13.875	14.3125
31202.79	14.451629	13.875	14.3125
31205.89	14.4527657	13.875	14.3125
31209.01	14.4543854	13.875	14.3125
31212.13	14.4549934	13.875	14.3125
31215.27	14.4563219	13.875	14.3125
31218.37	14.4568904	13.875	14.3125
31221.57	14.4584957	13.875	14.3125
31224.71	14.4592173	13.875	14.3125
31227.82	14.4604257	13.875	14.3125
31230.95	14.4611137	13.875	14.3125
31234.13	14.4626592	13.875	14.3125
31237.28	14.4634912	13.875	14.3125
31240.47	14.4639987	13.875	14.375
31243.59	14.4654723	13.875	14.3125
31246.69	14.4666226	13.875	14.3125
31249.83	14.4669197	13.875	14.3125
31252.96	14.4681768	13.875	14.3125
31256.07	14.4692668	13.875	14.375
31259.17	14.4702597	13.875	14.3125
31262.37	14.4713511	13.875	14.3125
31265.51	14.4729858	13.875	14.375
31268.63	14.4736775	13.875	14.3125
31271.75	14.4746315	13.875	14.3125
31274.86	14.4759501	13.875	14.3125
31277.99	14.4772769	13.875	14.375
31281.11	14.4781465	13.875	14.375
31284.23	14.4788499	13.875	14.375
31287.33	14.4803644	13.875	14.375
31290.47	14.4809726	13.875	14.375
31293.59	14.4818229	13.875	14.375
31296.66	14.4833526	13.9375	14.375
31299.81	14.4843267	13.875	14.375
31302.94	14.4851104	13.875	14.375
31306.06	14.4866439	13.875	14.375
31309.19	14.4871269	13.875	14.375
31312.31	14.4878163	13.875	14.375
31315.46	14.4889508	13.9375	14.375
31318.63	14.4903653	13.9375	14.375
31321.74	14.4914218	13.875	14.375
31324.85	14.4921835	13.875	14.375
31327.97	14.4931657	13.9375	14.375
31331.11	14.4945043	13.875	14.375
31334.22	14.4954333	13.9375	14.375
31337.42	14.4963008	13.9375	14.375
31340.52	14.4975585	13.875	14.375
31343.73	14.4985611	13.875	14.375
31346.87	14.4993834	13.9375	14.375
31349.99	14.5000001	13.9375	14.375
31353.11	14.5015879	13.9375	14.375
31356.23	14.5022508	13.9375	14.375
31359.33	14.5034555	13.9375	14.375
31362.42	14.504413	13.9375	14.375
31365.59	14.5052859	13.9375	14.375
31368.71	14.506312	13.9375	14.375
31371.83	14.5076722	13.9375	14.375
31375.0	14.5084157	13.9375	14.375
31378.23	14.5094715	13.9375	14.375
31381.36	14.5103597	13.9375	14.375
31384.57	14.5116174	13.9375	14.375
31387.7	14.5121067	13.9375	14.375
31390.87	14.513862	13.9375	14.375
31394.06	14.5146892	13.9375	14.375
31397.19	14.5159573	13.9375	14.375
31400.31	14.5170168	13.9375	14.375
31403.41	14.5180854	13.9375	14.375
31406.54	14.5189188	13.9375	14.375
31409.65	14.5200159	13.9375	14.375
31412.76	14.5209042	13.9375	14.375
31415.97	14.5217177	13.9375	14.375
31419.11	14.5225011	13.9375	14.375
31422.21	14.5240057	13.9375	14.375
31425.35	14.5250475	13.9375	14.375
31428.46	14.5262102	13.9375	14.375
31431.59	14.5275832	13.9375	14.375
31434.7	14.5276399	13.9375	14.375
31437.84	14.5289257	13.9375	14.375
31440.93	14.5296485	13.9375	14.375
31444.06	14.5303397	13.9375	14.375
31447.17	14.5319725	13.9375	14.375
31450.31	14.5322043	13.9375	14.375
31453.49	14.5341904	13.9375	14.375
31456.63	14.5348197	13.9375	14.375
31459.75	14.5354371	13.9375	14.375
31462.86	14.5365898	13.9375	14.375
31466.07	14.5380001	13.9375	14.375
31469.18	14.5386279	13.9375	14.375
31472.31	14.5398837	13.9375	14.4375
31475.41	14.5411651	13.9375	14.375
31478.51	14.5419174	13.9375	14.375
31481.67	14.5432636	13.9375	14.375
31484.85	14.5441638	13.9375	14.375
31488.0	14.5447414	13.9375	14.375
31491.11	14.5459778	13.9375	14.375
31494.29	14.5468997	14.0	14.375
31497.43	14.5480964	13.9375	14.375
31500.55	14.5488398	13.9375	14.375
31503.74	14.5500514	14.0	14.375
31506.88	14.5516054	13.9375	14.375
31509.98	14.5522446	14.0	14.375
31513.13	14.5533993	14.0	14.4375
31516.31	14.5538404	13.9375	14.4375
31519.42	14.5556569	14.0	14.375
31522.69	14.5563845	14.0	14.375
31525.89	14.5573557	14.0	14.4375
31529.03	14.5580656	14.0	14.4375
31532.15	14.5595241	14.0	14.4375
31535.34	14.5605513	14.0	14.4375
31538.47	14.5614675	14.0	14.4375
31541.56	14.5621493	14.0	14.4375
31544.68	14.5631351	14.0	14.4375
31547.81	14.5646355	14.0	14.4375
31550.94	14.564923	14.0	14.4375
31554.07	14.5660673	14.0	14.4375
31557.17	14.5666063	14.0	14.375
31560.29	14.568079	14.0	14.4375
31563.41	14.5698148	14.0	14.4375
31566.61	14.5692786	14.0	14.4375
31569.7	14.5707023	14.0	14.4375
31572.86	14.5722907	14.0	14.4375
31575.97	14.5733807	14.0	14.4375
31579.12	14.5741816	14.0	14.4375
31582.21	14.574996	14.0	14.4375
31585.35	14.5759408	14.0	14.4375
31588.47	14.5771296	14.0	14.4375
