Measuring Time [h]	Discharge Runtime [h]	Voltage [V]	Current [A]	Capacity [Ah]
2.314	2.283	4.93	0.8	1.829
2.315	2.283	4.91	0.8	1.83
2.315	2.283	4.91	0.8	1.83
2.315	2.283	4.91	0.8	1.83
2.315	2.283	4.91	0.8	1.83
2.316	2.283	4.92	0.8	1.83
2.316	2.283	4.92	0.8	1.831
2.316	2.283	4.92	0.8	1.831
2.317	2.283	4.93	0.8	1.831
2.317	2.283	4.92	0.8	1.831
2.317	2.283	4.91	0.8	1.832
2.317	2.283	4.91	0.8	1.832
2.318	2.283	4.92	0.8	1.832
2.318	2.283	4.91	0.8	1.832
2.318	2.283	4.91	0.8	1.832
2.319	2.283	4.92	0.8	1.833
2.319	2.283	4.92	0.8	1.833
2.319	2.283	4.92	0.8	1.833
2.319	2.283	4.92	0.8	1.833
2.32	2.283	4.93	0.8	1.834
2.32	2.283	4.93	0.8	1.834
2.32	2.283	4.93	0.8	1.834
2.321	2.283	4.91	0.8	1.834
2.321	2.283	4.92	0.8	1.834
2.321	2.283	4.91	0.8	1.835
2.321	2.283	4.91	0.8	1.835
2.322	2.283	4.92	0.8	1.835
2.322	2.283	4.92	0.8	1.835
2.322	2.283	4.93	0.8	1.836
2.322	2.283	4.92	0.8	1.836
2.323	2.283	4.91	0.8	1.836
2.323	2.283	4.91	0.8	1.836
2.323	2.283	4.93	0.8	1.836
2.324	2.283	4.92	0.8	1.837
2.324	2.283	4.93	0.8	1.837
2.324	2.283	4.92	0.8	1.837
2.324	2.283	4.93	0.8	1.837
2.325	2.283	4.93	0.8	1.838
2.325	2.283	4.91	0.8	1.838
2.325	2.283	4.92	0.8	1.838
2.326	2.283	4.92	0.8	1.838
2.326	2.283	4.93	0.8	1.838
2.326	2.283	4.93	0.8	1.839
2.326	2.283	4.92	0.8	1.839
2.327	2.283	4.92	0.8	1.839
2.327	2.283	4.91	0.8	1.839
2.327	2.283	4.91	0.8	1.84
2.328	2.283	4.93	0.8	1.84
2.328	2.3	4.93	0.8	1.84
2.328	2.3	4.91	0.8	1.84
2.328	2.3	4.91	0.8	1.84
2.329	2.3	4.92	0.8	1.841
2.329	2.3	4.92	0.8	1.841
2.329	2.3	4.92	0.8	1.841
2.329	2.3	4.91	0.8	1.841
2.33	2.3	4.92	0.8	1.842
2.33	2.3	4.92	0.8	1.842
2.33	2.3	4.93	0.8	1.842
2.331	2.3	4.93	0.8	1.842
2.331	2.3	4.93	0.8	1.842
2.331	2.3	4.91	0.8	1.843
2.331	2.3	4.91	0.8	1.843
2.332	2.3	4.91	0.8	1.843
2.332	2.3	4.91	0.8	1.843
2.332	2.3	4.92	0.8	1.844
2.333	2.3	4.93	0.8	1.844
2.333	2.3	4.92	0.8	1.844
2.333	2.3	4.92	0.8	1.844
2.333	2.3	4.92	0.8	1.844
2.334	2.3	4.93	0.8	1.845
2.334	2.3	4.91	0.8	1.845
2.334	2.3	4.91	0.8	1.845
2.334	2.3	4.93	0.8	1.845
2.335	2.3	4.91	0.8	1.846
2.335	2.3	4.92	0.8	1.846
2.335	2.3	4.92	0.8	1.846
2.336	2.3	4.91	0.8	1.846
2.336	2.3	4.91	0.8	1.846
2.336	2.3	4.91	0.8	1.847
2.336	2.3	4.93	0.8	1.847
2.337	2.3	4.92	0.8	1.847
2.337	2.3	4.92	0.8	1.847
2.337	2.3	4.91	0.8	1.848
2.338	2.3	4.91	0.8	1.848
2.338	2.3	4.91	0.8	1.848
2.338	2.3	4.91	0.8	1.848
2.338	2.3	4.92	0.8	1.848
2.339	2.3	4.91	0.8	1.849
2.339	2.3	4.91	0.8	1.849
2.339	2.3	4.91	0.8	1.849
2.34	2.3	4.92	0.8	1.849
2.34	2.3	4.91	0.8	1.85
2.34	2.3	4.92	0.8	1.85
2.34	2.3	4.93	0.8	1.85
2.341	2.3	4.92	0.8	1.85
2.341	2.3	4.91	0.8	1.85
2.341	2.3	4.91	0.8	1.851
2.342	2.3	4.92	0.8	1.851
2.342	2.3	4.92	0.8	1.851
2.342	2.3	4.91	0.8	1.851
2.342	2.3	4.92	0.8	1.852
2.343	2.3	4.91	0.8	1.852
2.343	2.3	4.91	0.8	1.852
2.343	2.3	4.91	0.8	1.852
2.343	2.3	4.91	0.8	1.852
2.344	2.3	4.91	0.8	1.853
2.344	2.3	4.91	0.8	1.853
2.344	2.3	4.92	0.8	1.853
2.345	2.317	4.92	0.8	1.853
2.345	2.317	4.92	0.8	1.854
2.345	2.317	4.92	0.8	1.854
2.345	2.317	4.92	0.8	1.854
2.346	2.317	4.91	0.8	1.854
2.346	2.317	4.92	0.8	1.854
2.346	2.317	4.91	0.8	1.855
2.347	2.317	4.91	0.8	1.855
2.347	2.317	4.91	0.8	1.855
2.347	2.317	4.92	0.8	1.855
2.347	2.317	4.91	0.8	1.856
2.348	2.317	4.92	0.8	1.856
2.348	2.317	4.91	0.8	1.856
2.348	2.317	4.92	0.8	1.856
2.349	2.317	4.91	0.8	1.856
2.349	2.317	4.91	0.8	1.857
2.349	2.317	4.92	0.8	1.857
2.349	2.317	4.92	0.8	1.857
2.35	2.317	4.92	0.8	1.857
2.35	2.317	4.91	0.8	1.858
2.35	2.317	4.93	0.8	1.858
2.351	2.317	4.91	0.8	1.858
2.351	2.317	4.91	0.8	1.858
2.351	2.317	4.92	0.8	1.858
2.351	2.317	4.91	0.8	1.859
2.352	2.317	4.91	0.8	1.859
2.352	2.317	4.91	0.8	1.859
2.352	2.317	4.92	0.8	1.859
2.352	2.317	4.91	0.8	1.86
2.353	2.317	4.92	0.8	1.86
2.353	2.317	4.92	0.8	1.86
2.353	2.317	4.91	0.8	1.86
2.354	2.317	4.92	0.8	1.86
2.354	2.317	4.91	0.8	1.861
2.354	2.317	4.91	0.8	1.861
2.354	2.317	4.94	0.8	1.861
2.355	2.317	4.91	0.8	1.861
2.355	2.317	4.91	0.8	1.862
2.355	2.317	4.91	0.8	1.862
2.356	2.317	4.91	0.8	1.862
2.356	2.317	4.92	0.8	1.862
2.356	2.317	4.92	0.8	1.862
2.356	2.317	4.92	0.8	1.863
2.357	2.317	4.92	0.8	1.863
2.357	2.317	4.93	0.8	1.863
2.357	2.317	4.91	0.8	1.863
2.357	2.317	4.91	0.8	1.864
2.358	2.317	4.93	0.8	1.864
2.358	2.317	4.92	0.8	1.864
2.358	2.317	4.91	0.8	1.864
2.359	2.317	4.92	0.8	1.864
2.359	2.317	4.91	0.8	1.865
2.359	2.317	4.91	0.8	1.865
2.359	2.317	4.92	0.8	1.865
2.36	2.317	4.91	0.8	1.865
2.36	2.317	4.93	0.8	1.866
2.36	2.317	4.92	0.8	1.866
2.361	2.317	4.91	0.8	1.866
2.361	2.317	4.92	0.8	1.866
2.361	2.317	4.91	0.8	1.866
2.361	2.333	4.91	0.8	1.867
2.362	2.333	4.92	0.8	1.867
2.362	2.333	4.91	0.8	1.867
2.362	2.333	4.91	0.8	1.867
2.362	2.333	4.91	0.8	1.868
2.363	2.333	4.92	0.8	1.868
2.363	2.333	4.91	0.8	1.868
2.363	2.333	4.91	0.8	1.868
2.364	2.333	4.92	0.8	1.868
2.364	2.333	4.91	0.8	1.869
2.364	2.333	4.92	0.8	1.869
2.364	2.333	4.91	0.8	1.869
2.365	2.333	4.91	0.8	1.869
2.365	2.333	4.91	0.8	1.87
2.365	2.333	4.91	0.8	1.87
2.366	2.333	4.91	0.8	1.87
2.366	2.333	4.91	0.8	1.87
2.366	2.333	4.91	0.8	1.87
2.366	2.333	4.91	0.8	1.871
2.367	2.333	4.91	0.8	1.871
2.367	2.333	4.91	0.8	1.871
2.367	2.333	4.91	0.8	1.871
2.368	2.333	4.92	0.8	1.872
2.368	2.333	4.91	0.8	1.872
2.368	2.333	4.92	0.8	1.872
2.368	2.333	4.92	0.8	1.872
2.369	2.333	4.9	0.8	1.872
2.369	2.333	4.91	0.8	1.873
2.369	2.333	4.91	0.8	1.873
2.37	2.333	4.91	0.8	1.873
2.37	2.333	4.92	0.8	1.873
2.37	2.333	4.91	0.8	1.874
2.37	2.333	4.91	0.8	1.874
2.371	2.333	4.92	0.8	1.874
2.371	2.333	4.91	0.8	1.874
2.371	2.333	4.92	0.8	1.874
2.371	2.333	4.91	0.8	1.875
2.372	2.333	4.91	0.8	1.875
2.372	2.333	4.91	0.8	1.875
2.372	2.333	4.91	0.8	1.875
2.373	2.333	4.91	0.8	1.876
2.373	2.333	4.91	0.8	1.876
2.373	2.333	4.91	0.8	1.876
2.373	2.333	4.92	0.8	1.876
2.374	2.333	4.91	0.8	1.876
2.374	2.333	4.91	0.8	1.877
2.374	2.333	4.91	0.8	1.877
2.375	2.333	4.92	0.8	1.877
2.375	2.333	4.91	0.8	1.877
2.375	2.333	4.91	0.8	1.878
2.375	2.333	4.91	0.8	1.878
2.376	2.333	4.91	0.8	1.878
2.376	2.333	4.92	0.8	1.878
2.376	2.333	4.91	0.8	1.878
2.377	2.333	4.91	0.8	1.879
2.377	2.333	4.91	0.8	1.879
2.377	2.333	4.92	0.8	1.879
2.377	2.333	4.91	0.8	1.879
2.378	2.333	4.91	0.8	1.88
2.378	2.333	4.92	0.8	1.88
2.378	2.35	4.91	0.8	1.88
2.379	2.35	4.91	0.8	1.88
2.379	2.35	4.91	0.8	1.88
2.379	2.35	4.91	0.8	1.881
2.379	2.35	4.91	0.8	1.881
2.38	2.35	4.91	0.8	1.881
2.38	2.35	4.91	0.8	1.881
2.38	2.35	4.91	0.8	1.882
2.381	2.35	4.91	0.8	1.882
2.381	2.35	4.91	0.8	1.882
2.381	2.35	4.91	0.8	1.882
2.381	2.35	4.91	0.8	1.882
2.382	2.35	4.91	0.8	1.883
2.382	2.35	4.92	0.8	1.883
2.382	2.35	4.91	0.8	1.883
2.382	2.35	4.91	0.8	1.883
2.383	2.35	4.91	0.8	1.884
2.383	2.35	4.91	0.8	1.884
2.383	2.35	4.91	0.8	1.884
2.384	2.35	4.91	0.8	1.884
2.384	2.35	4.91	0.8	1.884
2.384	2.35	4.91	0.8	1.885
2.384	2.35	4.91	0.8	1.885
2.385	2.35	4.91	0.8	1.885
2.385	2.35	4.91	0.8	1.885
2.385	2.35	4.91	0.8	1.886
2.386	2.35	4.92	0.8	1.886
2.386	2.35	4.91	0.8	1.886
2.386	2.35	4.91	0.8	1.886
2.386	2.35	4.91	0.8	1.886
2.387	2.35	4.92	0.8	1.887
2.387	2.35	4.91	0.8	1.887
2.387	2.35	4.91	0.8	1.887
2.388	2.35	4.91	0.8	1.887
2.388	2.35	4.91	0.8	1.888
2.388	2.35	4.91	0.8	1.888
2.388	2.35	4.91	0.8	1.888
2.389	2.35	4.91	0.8	1.888
2.389	2.35	4.91	0.8	1.888
2.389	2.35	4.91	0.8	1.889
2.389	2.35	4.9	0.8	1.889
2.39	2.35	4.91	0.8	1.889
2.39	2.35	4.91	0.8	1.889
2.39	2.35	4.91	0.8	1.89
2.391	2.35	4.91	0.8	1.89
2.391	2.35	4.91	0.8	1.89
2.391	2.35	4.91	0.8	1.89
2.391	2.35	4.91	0.8	1.89
2.392	2.35	4.91	0.8	1.891
2.392	2.35	4.91	0.8	1.891
2.392	2.35	4.91	0.8	1.891
2.393	2.35	4.91	0.8	1.891
2.393	2.35	4.91	0.8	1.892
2.393	2.35	4.91	0.8	1.892
2.393	2.35	4.91	0.8	1.892
2.394	2.35	4.91	0.8	1.892
2.394	2.35	4.91	0.8	1.892
2.394	2.35	4.91	0.8	1.893
2.394	2.35	4.91	0.8	1.893
2.395	2.35	4.91	0.8	1.893
2.395	2.367	4.91	0.8	1.893
2.395	2.367	4.91	0.8	1.894
2.396	2.367	4.91	0.8	1.894
2.396	2.367	4.91	0.8	1.894
2.396	2.367	4.91	0.8	1.894
2.396	2.367	4.91	0.8	1.894
2.397	2.367	4.91	0.8	1.895
2.397	2.367	4.91	0.8	1.895
2.397	2.367	4.91	0.8	1.895
2.398	2.367	4.91	0.8	1.895
2.398	2.367	4.91	0.8	1.896
2.398	2.367	4.91	0.8	1.896
2.398	2.367	4.91	0.8	1.896
2.399	2.367	4.92	0.8	1.896
2.399	2.367	4.91	0.8	1.896
2.399	2.367	4.91	0.8	1.897
2.399	2.367	4.9	0.8	1.897
2.4	2.367	4.91	0.8	1.897
2.4	2.367	4.9	0.8	1.897
2.4	2.367	4.91	0.8	1.898
2.401	2.367	4.91	0.8	1.898
2.401	2.367	4.91	0.8	1.898
2.401	2.367	4.9	0.8	1.898
2.401	2.367	4.91	0.8	1.898
2.402	2.367	4.91	0.8	1.899
2.402	2.367	4.91	0.8	1.899
2.402	2.367	4.9	0.8	1.899
2.403	2.367	4.9	0.8	1.899
2.403	2.367	4.91	0.8	1.9
2.403	2.367	4.91	0.8	1.9
2.403	2.367	4.91	0.8	1.9
2.404	2.367	4.91	0.8	1.9
2.404	2.367	4.9	0.8	1.9
2.404	2.367	4.91	0.8	1.901
2.405	2.367	4.91	0.8	1.901
2.405	2.367	4.91	0.8	1.901
2.405	2.367	4.91	0.8	1.901
2.405	2.367	4.91	0.8	1.902
2.406	2.367	4.91	0.8	1.902
2.406	2.367	4.91	0.8	1.902
2.406	2.367	4.91	0.8	1.902
2.407	2.367	4.91	0.8	1.902
2.407	2.367	4.9	0.8	1.903
2.407	2.367	4.91	0.8	1.903
2.407	2.367	4.91	0.8	1.903
2.408	2.367	4.91	0.8	1.903
2.408	2.367	4.9	0.8	1.904
2.408	2.367	4.92	0.8	1.904
2.409	2.367	4.92	0.8	1.904
2.409	2.367	4.91	0.8	1.904
2.409	2.367	4.9	0.8	1.904
2.409	2.367	4.9	0.8	1.905
2.41	2.367	4.9	0.8	1.905
2.41	2.367	4.91	0.8	1.905
2.41	2.367	4.91	0.8	1.905
2.41	2.367	4.91	0.8	1.906
2.411	2.367	4.91	0.8	1.906
2.411	2.367	4.91	0.8	1.906
2.411	2.367	4.91	0.8	1.906
2.412	2.367	4.91	0.8	1.906
2.412	2.383	4.9	0.8	1.907
2.412	2.383	4.91	0.8	1.907
2.412	2.383	4.91	0.8	1.907
2.413	2.383	4.91	0.8	1.907
2.413	2.383	4.91	0.8	1.908
2.413	2.383	4.91	0.8	1.908
2.414	2.383	4.91	0.8	1.908
2.414	2.383	4.91	0.8	1.908
2.414	2.383	4.92	0.8	1.908
2.414	2.383	4.92	0.8	1.909
2.415	2.383	4.91	0.8	1.909
2.415	2.383	4.91	0.8	1.909
2.415	2.383	4.91	0.8	1.909
2.416	2.383	4.91	0.8	1.91
2.416	2.383	4.92	0.8	1.91
2.416	2.383	4.91	0.8	1.91
2.416	2.383	4.91	0.8	1.91
2.417	2.383	4.91	0.8	1.91
2.417	2.383	4.91	0.8	1.911
2.417	2.383	4.91	0.8	1.911
2.418	2.383	4.91	0.8	1.911
2.418	2.383	4.91	0.8	1.911
2.418	2.383	4.91	0.8	1.912
2.418	2.383	4.91	0.8	1.912
2.419	2.383	4.91	0.8	1.912
2.419	2.383	4.91	0.8	1.912
2.419	2.383	4.91	0.8	1.912
2.419	2.383	4.91	0.8	1.913
2.42	2.383	4.91	0.8	1.913
2.42	2.383	4.9	0.8	1.913
2.42	2.383	4.9	0.8	1.913
2.421	2.383	4.91	0.8	1.914
2.421	2.383	4.91	0.8	1.914
2.421	2.383	4.91	0.8	1.914
2.421	2.383	4.91	0.8	1.914
2.422	2.383	4.9	0.8	1.914
2.422	2.383	4.91	0.8	1.915
2.422	2.383	4.9	0.8	1.915
2.422	2.383	4.91	0.8	1.915
2.423	2.383	4.91	0.8	1.915
2.423	2.383	4.91	0.8	1.916
2.423	2.383	4.91	0.8	1.916
2.424	2.383	4.91	0.8	1.916
2.424	2.383	4.91	0.8	1.916
2.424	2.383	4.9	0.8	1.916
2.424	2.383	4.91	0.8	1.917
2.425	2.383	4.91	0.8	1.917
2.425	2.383	4.91	0.8	1.917
2.425	2.383	4.91	0.8	1.917
2.426	2.383	4.91	0.8	1.918
2.426	2.383	4.91	0.8	1.918
2.426	2.383	4.91	0.8	1.918
2.426	2.383	4.91	0.8	1.918
2.427	2.383	4.91	0.8	1.918
2.427	2.383	4.91	0.8	1.919
2.427	2.383	4.91	0.8	1.919
2.428	2.383	4.9	0.8	1.919
2.428	2.383	4.91	0.8	1.919
2.428	2.383	4.91	0.8	1.92
2.428	2.383	4.91	0.8	1.92
2.429	2.4	4.91	0.8	1.92
2.429	2.4	4.91	0.8	1.92
2.429	2.4	4.91	0.8	1.92
2.429	2.4	4.91	0.8	1.921
2.43	2.4	4.91	0.8	1.921
2.43	2.4	4.9	0.8	1.921
2.43	2.4	4.91	0.8	1.921
2.431	2.4	4.91	0.8	1.922
2.431	2.4	4.91	0.8	1.922
2.431	2.4	4.9	0.8	1.922
2.431	2.4	4.9	0.8	1.922
2.432	2.4	4.91	0.8	1.922
2.432	2.4	4.91	0.8	1.923
2.432	2.4	4.9	0.8	1.923
2.433	2.4	4.9	0.8	1.923
2.433	2.4	4.91	0.8	1.923
2.433	2.4	4.91	0.8	1.924
2.433	2.4	4.91	0.8	1.924
2.434	2.4	4.9	0.8	1.924
2.434	2.4	4.91	0.8	1.924
2.434	2.4	4.91	0.8	1.924
2.435	2.4	4.9	0.8	1.925
2.435	2.4	4.91	0.8	1.925
2.435	2.4	4.91	0.8	1.925
2.435	2.4	4.91	0.8	1.925
2.436	2.4	4.91	0.8	1.926
2.436	2.4	4.91	0.8	1.926
2.436	2.4	4.9	0.8	1.926
2.436	2.4	4.9	0.8	1.926
2.437	2.4	4.91	0.8	1.926
2.437	2.4	4.91	0.8	1.927
2.437	2.4	4.91	0.8	1.927
2.438	2.4	4.91	0.8	1.927
2.438	2.4	4.91	0.8	1.927
2.438	2.4	5.03	0.8	1.928
2.438	2.4	5.02	0.8	1.928
2.439	2.4	5.02	0.8	1.928
2.439	2.4	5.02	0.8	1.928
2.439	2.4	5.01	0.8	1.928
2.44	2.4	5.03	0.8	1.929
2.44	2.4	5.03	0.8	1.929
2.44	2.4	5.02	0.8	1.929
2.44	2.4	5.01	0.8	1.929
2.441	2.4	5.04	0.8	1.93
2.441	2.4	5.02	0.8	1.93
2.441	2.4	5.03	0.8	1.93
2.442	2.4	5.02	0.8	1.93
2.442	2.4	5.03	0.8	1.93
2.442	2.4	5.02	0.8	1.931
2.442	2.4	5.03	0.8	1.931
2.443	2.4	5.01	0.8	1.931
2.443	2.4	5.02	0.8	1.931
2.443	2.4	5.02	0.8	1.932
2.444	2.4	5.03	0.8	1.932
2.444	2.4	5.03	0.8	1.932
2.444	2.4	5.02	0.8	1.932
2.444	2.4	5.0	0.8	1.932
2.445	2.4	5.01	0.8	1.933
2.445	2.4	5.01	0.8	1.933
2.445	2.4	5.03	0.8	1.933
2.446	2.417	5.03	0.8	1.933
2.446	2.417	5.04	0.8	1.934
2.446	2.417	5.02	0.8	1.934
2.446	2.417	5.03	0.8	1.934
2.447	2.417	5.03	0.8	1.934
2.447	2.417	5.01	0.8	1.934
2.447	2.417	5.02	0.8	1.935
2.447	2.417	5.03	0.8	1.935
2.448	2.417	5.04	0.8	1.935
2.448	2.417	5.02	0.8	1.935
2.448	2.417	5.03	0.8	1.936
2.449	2.417	5.03	0.8	1.936
2.449	2.417	5.03	0.8	1.936
2.449	2.417	5.03	0.8	1.936
2.449	2.417	5.04	0.8	1.936
2.45	2.417	5.04	0.8	1.937
2.45	2.417	5.02	0.8	1.937
2.45	2.417	5.03	0.8	1.937
2.451	2.417	5.02	0.8	1.937
2.451	2.417	5.02	0.8	1.938
2.451	2.417	5.03	0.8	1.938
2.451	2.417	5.03	0.8	1.938
2.452	2.417	5.02	0.8	1.938
2.452	2.417	5.02	0.8	1.938
2.452	2.417	5.03	0.8	1.939
2.452	2.417	5.03	0.8	1.939
2.453	2.417	5.03	0.8	1.939
2.453	2.417	5.02	0.8	1.939
2.453	2.417	5.02	0.8	1.94
2.454	2.417	5.03	0.8	1.94
2.454	2.417	5.02	0.8	1.94
2.454	2.417	5.02	0.8	1.94
2.454	2.417	5.03	0.8	1.94
2.455	2.417	5.03	0.8	1.941
2.455	2.417	5.03	0.8	1.941
2.455	2.417	5.03	0.8	1.941
2.456	2.417	5.03	0.8	1.941
2.456	2.417	5.02	0.8	1.942
2.456	2.417	5.03	0.8	1.942
2.456	2.417	5.02	0.8	1.942
2.457	2.417	5.02	0.8	1.942
2.457	2.417	5.01	0.8	1.942
2.457	2.417	5.0	0.8	1.943
2.457	2.417	5.03	0.8	1.943
2.458	2.417	5.03	0.8	1.943
2.458	2.417	5.02	0.8	1.943
2.458	2.417	5.02	0.8	1.944
2.459	2.417	5.02	0.8	1.944
2.459	2.417	5.02	0.8	1.944
2.459	2.417	5.02	0.8	1.944
2.459	2.417	5.01	0.8	1.944
2.46	2.417	5.03	0.8	1.945
2.46	2.417	5.01	0.8	1.945
2.46	2.417	5.03	0.8	1.945
2.461	2.417	5.01	0.8	1.945
2.461	2.417	5.01	0.8	1.946
2.461	2.417	5.01	0.8	1.946
2.461	2.417	5.01	0.8	1.946
2.462	2.417	5.02	0.8	1.946
2.462	2.417	5.01	0.8	1.946
2.462	2.433	5.02	0.8	1.947
2.463	2.433	5.02	0.8	1.947
2.463	2.433	5.02	0.8	1.947
2.463	2.433	5.02	0.8	1.947
2.463	2.433	5.02	0.8	1.948
2.464	2.433	5.02	0.8	1.948
2.464	2.433	5.02	0.8	1.948
2.464	2.433	5.04	0.8	1.948
2.464	2.433	5.02	0.8	1.948
2.465	2.433	5.02	0.8	1.949
2.465	2.433	5.03	0.8	1.949
2.465	2.433	5.02	0.8	1.949
2.466	2.433	5.03	0.8	1.949
2.466	2.433	5.03	0.8	1.95
2.466	2.433	5.04	0.8	1.95
2.466	2.433	5.03	0.8	1.95
2.467	2.433	5.03	0.8	1.95
2.467	2.433	5.03	0.8	1.95
2.467	2.433	5.03	0.8	1.951
2.468	2.433	5.02	0.8	1.951
2.468	2.433	5.03	0.8	1.951
2.468	2.433	5.0	0.8	1.951
2.468	2.433	5.0	0.8	1.952
2.469	2.433	5.03	0.8	1.952
2.469	2.433	5.03	0.8	1.952
2.469	2.433	5.02	0.8	1.952
2.47	2.433	5.02	0.8	1.952
2.47	2.433	5.02	0.8	1.953
2.47	2.433	5.03	0.8	1.953
2.47	2.433	5.03	0.8	1.953
2.471	2.433	5.02	0.8	1.953
2.471	2.433	5.03	0.8	1.954
2.471	2.433	5.02	0.8	1.954
2.472	2.433	5.02	0.8	1.954
2.472	2.433	5.04	0.8	1.954
2.472	2.433	5.04	0.8	1.954
2.472	2.433	5.02	0.8	1.955
2.473	2.433	5.02	0.8	1.955
2.473	2.433	5.03	0.8	1.955
2.473	2.433	5.03	0.8	1.955
2.474	2.433	5.02	0.8	1.956
2.474	2.433	5.02	0.8	1.956
2.474	2.433	5.02	0.8	1.956
2.474	2.433	5.02	0.8	1.956
2.475	2.433	5.02	0.8	1.956
2.475	2.433	5.02	0.8	1.957
2.475	2.433	5.03	0.8	1.957
2.475	2.433	5.02	0.8	1.957
2.476	2.433	5.02	0.8	1.957
2.476	2.433	5.01	0.8	1.958
2.476	2.433	5.02	0.8	1.958
2.477	2.433	5.02	0.8	1.958
2.477	2.433	5.04	0.8	1.958
2.477	2.433	5.02	0.8	1.958
2.477	2.433	5.01	0.8	1.959
2.478	2.433	5.02	0.8	1.959
2.478	2.433	5.02	0.8	1.959
2.478	2.433	5.03	0.8	1.959
2.479	2.433	5.02	0.8	1.96
2.479	2.433	5.02	0.8	1.96
2.479	2.45	5.02	0.8	1.96
2.479	2.45	5.01	0.8	1.96
2.48	2.45	5.02	0.8	1.96
2.48	2.45	5.02	0.8	1.961
2.48	2.45	5.02	0.8	1.961
2.481	2.45	5.02	0.8	1.961
2.481	2.45	5.02	0.8	1.961
2.481	2.45	5.01	0.8	1.962
2.481	2.45	5.02	0.8	1.962
2.482	2.45	5.01	0.8	1.962
2.482	2.45	5.03	0.8	1.962
2.482	2.45	5.02	0.8	1.962
2.482	2.45	5.02	0.8	1.963
2.483	2.45	5.03	0.8	1.963
2.483	2.45	5.03	0.8	1.963
2.483	2.45	5.02	0.8	1.963
2.484	2.45	5.03	0.8	1.964
2.484	2.45	5.02	0.8	1.964
2.484	2.45	5.03	0.8	1.964
2.484	2.45	5.02	0.8	1.964
2.485	2.45	5.03	0.8	1.964
2.485	2.45	5.03	0.8	1.965
2.485	2.45	5.02	0.8	1.965
2.486	2.45	5.02	0.8	1.965
2.486	2.45	5.01	0.8	1.965
2.486	2.45	5.01	0.8	1.966
2.486	2.45	5.01	0.8	1.966
2.487	2.45	5.01	0.8	1.966
2.487	2.45	5.03	0.8	1.966
2.487	2.45	5.02	0.8	1.966
2.487	2.45	5.02	0.8	1.967
2.488	2.45	5.02	0.8	1.967
2.488	2.45	5.02	0.8	1.967
2.488	2.45	5.02	0.8	1.967
2.489	2.45	5.02	0.8	1.968
2.489	2.45	5.03	0.8	1.968
2.489	2.45	5.02	0.8	1.968
2.489	2.45	5.03	0.8	1.968
2.49	2.45	5.02	0.8	1.968
2.49	2.45	5.02	0.8	1.969
2.49	2.45	5.02	0.8	1.969
2.491	2.45	5.01	0.8	1.969
2.491	2.45	5.01	0.8	1.969
2.491	2.45	5.01	0.8	1.97
2.491	2.45	5.01	0.8	1.97
2.492	2.45	5.02	0.8	1.97
2.492	2.45	5.02	0.8	1.97
2.492	2.45	5.02	0.8	1.97
2.493	2.45	5.01	0.8	1.971
2.493	2.45	5.01	0.8	1.971
2.493	2.45	5.02	0.8	1.971
2.493	2.45	5.02	0.8	1.971
2.494	2.45	5.01	0.8	1.972
2.494	2.45	5.02	0.8	1.972
2.494	2.45	5.02	0.8	1.972
2.494	2.45	5.01	0.8	1.972
2.495	2.45	5.02	0.8	1.972
2.495	2.45	5.01	0.8	1.973
2.495	2.45	5.01	0.8	1.973
2.496	2.45	5.02	0.8	1.973
2.496	2.467	5.02	0.8	1.973
2.496	2.467	5.03	0.8	1.974
2.496	2.467	5.01	0.8	1.974
2.497	2.467	5.01	0.8	1.974
2.497	2.467	5.01	0.8	1.974
2.497	2.467	5.01	0.8	1.974
2.498	2.467	5.01	0.8	1.975
2.498	2.467	5.01	0.8	1.975
2.498	2.467	5.01	0.8	1.975
2.498	2.467	5.02	0.8	1.975
2.499	2.467	5.01	0.8	1.976
2.499	2.467	5.0	0.8	1.976
2.499	2.467	5.02	0.8	1.976
2.5	2.467	5.01	0.8	1.976
2.5	2.467	5.01	0.8	1.976
2.5	2.467	5.01	0.8	1.977
2.5	2.467	5.02	0.8	1.977
2.501	2.467	5.01	0.8	1.977
2.501	2.467	5.02	0.8	1.977
2.501	2.467	5.01	0.8	1.978
2.502	2.467	5.01	0.8	1.978
2.502	2.467	5.02	0.8	1.978
2.502	2.467	5.01	0.8	1.978
2.502	2.467	5.02	0.8	1.978
2.503	2.467	5.02	0.8	1.979
2.503	2.467	5.01	0.8	1.979
2.503	2.467	5.02	0.8	1.979
2.504	2.467	5.0	0.8	1.979
2.504	2.467	5.0	0.8	1.98
2.504	2.467	5.02	0.8	1.98
2.504	2.467	5.02	0.8	1.98
2.505	2.467	5.03	0.8	1.98
2.505	2.467	5.02	0.8	1.98
2.505	2.467	5.01	0.8	1.981
2.505	2.467	5.02	0.8	1.981
2.506	2.467	5.02	0.8	1.981
2.506	2.467	5.02	0.8	1.981
2.506	2.467	5.02	0.8	1.982
2.507	2.467	5.01	0.8	1.982
2.507	2.467	5.02	0.8	1.982
2.507	2.467	5.02	0.8	1.982
2.507	2.467	5.01	0.8	1.982
2.508	2.467	5.03	0.8	1.983
2.508	2.467	5.01	0.8	1.983
2.508	2.467	5.0	0.8	1.983
2.509	2.467	5.0	0.8	1.983
2.509	2.467	5.01	0.8	1.984
2.509	2.467	5.01	0.8	1.984
2.509	2.467	5.02	0.8	1.984
