Time [s]	Sensor 1: Pt1000-2wire @Keysight [°C]	Sensor 2: BME280 @I2C [°C]	Sensor 3: DS18B20 @GPIO [°C]	Sensor 4: DS18B20 @GPIO [°C]	Sensor 5: DS18B20 @GPIO [°C]	Sensor 6: OPUS20 @LAN [°C]
385.82	24.1679244	23.78229321921244	24.0625	24.25	24.125	23.561201095581055
390.41	24.1640732	23.787423810554902	24.0	24.25	24.125	23.561201095581055
394.96	24.1569074	23.772032037400642	24.0	24.1875	24.125	23.561201095581055
399.49	24.1518467	23.792554402188397	24.0625	24.1875	24.125	23.561201095581055
403.97	24.1459717	23.81307677163277	24.0	24.1875	24.125	23.561201095581055
408.44	24.1433642	23.823337958101185	24.0625	24.25	24.125	23.561201095581055
412.93	24.1381645	23.83359914573375	24.0625	24.1875	24.125	23.561201095581055
417.4	24.1361265	23.843860334530472	24.0625	24.1875	24.125	23.561201095581055
421.88	24.1333038	23.823337958101185	24.0	24.1875	24.125	23.561201095581055
426.37	24.1241503	23.81307677163277	24.0625	24.1875	24.125	23.561201095581055
430.94	24.1198695	23.797684994112934	24.0625	24.1875	24.125	23.561201095581055
435.39	24.1128433	23.823337958101185	24.0	24.1875	24.125	23.561201095581055
439.87	24.1024579	23.802815586328506	24.0	24.1875	24.0625	23.561201095581055
444.42	24.0964909	23.802815586328506	23.9375	24.1875	24.0625	23.561201095581055
448.94	24.0922254	23.792554402188397	24.0	24.1875	24.0625	23.63286018371582
453.49	24.088464	23.802815586328506	23.9375	24.1875	24.0625	23.63286018371582
457.95	24.0874046	23.797684994112934	23.9375	24.1875	24.0625	23.63286018371582
462.46	24.0872719	23.802815586328506	23.9375	24.1875	24.0625	23.63286018371582
467.02	24.0787471	23.802815586328506	23.9375	24.1875	24.0625	23.63286018371582
471.47	24.0805666	23.792554402188397	24.0	24.1875	24.0625	23.63286018371582
475.98	24.0830563	23.807946178835117	24.0	24.1875	24.0625	23.63286018371582
480.52	24.0782435	23.802815586328506	24.0	24.1875	24.0625	23.63286018371582
485.0	24.0705243	23.787423810554902	23.9375	24.1875	24.0625	23.63286018371582
489.58	24.0692241	23.78229321921244	23.9375	24.1875	24.0625	23.63286018371582
494.05	24.0640752	23.792554402188397	24.0	24.1875	24.0625	23.63286018371582
498.49	24.065113	23.792554402188397	23.9375	24.1875	24.0625	23.63286018371582
503.01	24.0661839	23.802815586328506	24.0	24.1875	24.0625	23.63286018371582
507.51	24.0676568	23.797684994112934	23.9375	24.1875	24.0625	23.62919807434082
512.06	24.0599608	23.792554402188397	23.9375	24.1875	24.0625	23.62919807434082
516.61	24.0532555	23.772032037400642	23.9375	24.125	24.0625	23.62919807434082
521.1	24.0526342	23.761770856752992	24.0	24.1875	24.0625	23.62919807434082
525.65	24.0521608	23.787423810554902	23.9375	24.125	24.0625	23.62919807434082
530.2	24.0506126	23.78229321921244	23.9375	24.125	24.0625	23.62919807434082
534.7	24.0472646	23.766901446931296	23.9375	24.125	24.0625	23.62919807434082
539.33	24.0475319	23.777162628161022	24.0	24.125	24.0625	23.62919807434082
543.87	24.0431752	23.766901446931296	24.0	24.125	24.0	23.62919807434082
548.4	24.0405948	23.772032037400642	23.9375	24.125	24.0	23.62919807434082
552.95	24.0338853	23.756640266865723	23.9375	24.125	24.0	23.62919807434082
557.48	24.0270328	23.761770856752992	23.9375	24.125	24.0	23.62919807434082
561.99	24.0179097	23.741248498950153	23.9375	24.125	24.0625	23.62919807434082
566.54	24.0087227	23.730987321794963	23.9375	24.125	24.0625	23.62919807434082
571.12	23.9963091	23.730987321794963	24.0	24.1875	24.0625	23.62919807434082
575.66	23.9876464	23.730987321794963	23.875	24.125	24.0	23.62919807434082
580.12	23.9868881	23.72072614580393	23.9375	24.125	24.0625	23.62919807434082
584.72	23.9867154	23.710464970977046	23.9375	24.125	24.0	23.62919807434082
589.28	23.9822151	23.70533438400016	23.9375	24.125	24.0	23.62919807434082
593.81	23.968089	23.68994262481574	23.9375	24.125	24.0	23.62919807434082
598.32	23.9603728	23.710464970977046	23.9375	24.125	24.0	23.62919807434082
602.85	23.9445657	23.679681453481315	23.9375	24.125	24.0	23.62919807434082
607.36	23.9287801	23.669420283311048	23.875	24.125	24.0	23.62919807434082
611.91	23.9129143	23.669420283311048	23.875	24.125	24.0	23.62919807434082
616.45	23.903395	23.65915911430493	23.9375	24.125	24.0	23.62919807434082
620.94	23.89453	23.648897946462967	23.9375	24.125	24.0	23.62919807434082
625.48	23.8851094	23.65915911430493	23.9375	24.125	24.0	23.625534057617188
629.97	23.8737734	23.643767362978544	23.9375	24.125	24.0	23.625534057617188
634.55	23.8656384	23.628375614271498	23.9375	24.125	24.0	23.625534057617188
639.1	23.8560347	23.628375614271498	23.9375	24.125	24.0	23.625534057617188
643.65	23.8534898	23.638636779785156	23.9375	24.125	24.0	23.625534057617188
648.11	23.848865	23.648897946462967	23.875	24.125	24.0	23.625534057617188
652.7	23.8420642	23.58220038386644	23.9375	24.125	24.0	23.625534057617188
657.18	23.8359369	23.597592124715447	23.875	24.125	24.0	23.625534057617188
661.74	23.8277931	23.597592124715447	23.9375	24.125	24.0	23.625534057617188
666.31	23.8268816	23.623245031951228	23.875	24.125	24.0	23.625534057617188
670.87	23.8249889	23.618114449921997	23.9375	24.125	24.0	23.625534057617188
675.41	23.8200501	23.63350619688281	23.9375	24.125	24.0	23.625534057617188
679.92	23.8132481	23.638636779785156	23.9375	24.125	24.0	23.625534057617188
684.49	23.8062423	23.648897946462967	23.9375	24.125	24.0	23.640602111816406
688.99	23.8013629	23.628375614271498	23.9375	24.125	24.0	23.640602111816406
693.57	23.7988398	23.628375614271498	23.9375	24.125	24.0625	23.640602111816406
698.1	23.7959103	23.607853286736646	24.0	24.1875	24.0625	23.640602111816406
702.68	23.7871484	23.602722705580526	23.9375	24.1875	24.0625	23.640602111816406
707.18	23.7805524	23.571939224755624	23.9375	24.1875	24.0625	23.640602111816406
711.74	23.7770217	23.561678066808962	23.9375	24.1875	24.0625	23.640602111816406
716.21	23.7766743	23.561678066808962	24.0	24.1875	24.0625	23.640602111816406
720.69	23.772009	23.551416910026454	24.0	24.1875	24.0625	23.640602111816406
725.16	23.7667418	23.525764023163354	23.9375	24.1875	24.0625	23.640602111816406
729.73	23.764475	23.53602517703548	23.9375	24.1875	24.0625	23.640602111816406
734.28	23.7665407	23.55654748827219	23.9375	24.1875	24.0625	23.640602111816406
738.78	23.7713987	23.561678066808962	23.9375	24.1875	24.0625	23.640602111816406
743.24	23.7750298	23.57706980416551	23.9375	24.1875	24.0625	23.640602111816406
747.72	23.773317	23.587330963858403	23.9375	24.1875	24.0625	23.625534057617188
752.23	23.7703746	23.57706980416551	24.0	24.125	24.0625	23.625534057617188
756.79	23.7704382	23.566808645636776	23.9375	24.1875	24.0625	23.625534057617188
761.35	23.7676586	23.566808645636776	23.9375	24.1875	24.0625	23.625534057617188
765.92	23.7502504	23.566808645636776	23.9375	24.125	24.0	23.625534057617188
770.47	23.7430399	23.587330963858403	23.9375	24.1875	24.0	23.625534057617188
775.03	23.7398795	23.597592124715447	23.9375	24.125	24.0	23.625534057617188
779.62	23.7357774	23.597592124715447	23.875	24.125	24.0	23.625534057617188
784.1	23.7308428	23.57706980416551	23.9375	24.125	24.0	23.625534057617188
788.63	23.7258214	23.551416910026454	23.9375	24.125	24.0	23.625534057617188
793.16	23.7222754	23.561678066808962	23.9375	24.125	24.0	23.625534057617188
797.64	23.717095	23.55654748827219	23.9375	24.125	24.0	23.625534057617188
802.22	23.7180225	23.55654748827219	23.875	24.125	24.0	23.625534057617188
806.93	23.7189072	23.54628633207176	23.875	24.125	24.0	23.625534057617188
811.46	23.7200954	23.525764023163354	23.875	24.125	24.0	23.625534057617188
816.01	23.7211603	23.54628633207176	23.875	24.125	24.0	23.625534057617188
820.56	23.7228071	23.55654748827219	23.9375	24.125	24.0	23.625534057617188
825.11	23.7232249	23.566808645636776	23.875	24.125	24.0	23.625534057617188
829.68	23.7250098	23.561678066808962	23.875	24.125	24.0	23.625534057617188
834.21	23.7225828	23.53602517703548	23.875	24.125	24.0	23.625534057617188
838.76	23.7171703	23.5308945999539	23.875	24.125	24.0	23.625534057617188
843.26	23.7095894	23.515502870455386	23.875	24.0625	24.0	23.625534057617188
847.99	23.6967849	23.469327697675908	23.8125	24.0625	23.9375	23.625534057617188
852.69	23.6964902	23.505241718911567	23.8125	24.0625	23.9375	23.625534057617188
857.26	23.7006911	23.53602517703548	23.8125	24.0625	23.9375	23.625534057617188
861.75	23.7035424	23.551416910026454	23.8125	24.0625	23.9375	23.625534057617188
866.26	23.7054395	23.54628633207176	23.8125	24.0625	23.9375	23.625534057617188
870.85	23.7027318	23.541155754408102	23.875	24.0625	23.9375	23.625534057617188
875.43	23.6948475	23.515502870455386	23.8125	24.0625	23.9375	23.625534057617188
879.97	23.6983942	23.510372294537955	23.875	24.0625	23.9375	23.625534057617188
884.55	23.7026712	23.55654748827219	23.875	24.0625	23.9375	23.625534057617188
889.14	23.7048125	23.566808645636776	23.8125	24.0625	23.9375	23.625534057617188
893.68	23.7069522	23.55654748827219	23.875	24.0625	23.875	23.625534057617188
898.22	23.7116943	23.54628633207176	23.8125	24.0625	23.875	23.625534057617188
902.78	23.714005	23.566808645636776	23.875	24.0625	23.875	23.625534057617188
907.36	23.7151557	23.55654748827219	23.875	24.0625	23.875	23.625534057617188
911.9	23.7185945	23.566808645636776	23.8125	24.0625	23.875	23.625534057617188
916.49	23.7219263	23.566808645636776	23.875	24.0625	23.875	23.625534057617188
921.05	23.7268431	23.592461544141408	23.8125	24.0625	23.875	23.625534057617188
925.61	23.729672	23.597592124715447	23.8125	24.0625	23.875	23.625534057617188
930.15	23.7344866	23.597592124715447	23.8125	24.0625	23.875	23.625534057617188
934.69	23.7278984	23.597592124715447	23.8125	24.0625	23.875	23.625534057617188
939.16	23.7114214	23.561678066808962	23.8125	24.0625	23.875	23.625534057617188
943.65	23.6976364	23.53602517703548	23.875	24.0	23.875	23.625534057617188
948.2	23.681963	23.4949805685319	23.8125	24.0	23.875	23.625534057617188
952.73	23.6740197	23.464197124377826	23.875	24.0	23.875	23.625534057617188
957.41	23.6696193	23.489849993778627	23.8125	24.0	23.875	23.625534057617188
961.89	23.6673242	23.484719419316388	23.8125	24.0	23.875	23.625534057617188
966.38	23.6604124	23.484719419316388	23.75	24.0	23.875	23.625534057617188
970.97	23.661007	23.505241718911567	23.75	24.0	23.875	23.625534057617188
975.49	23.6637891	23.525764023163354	23.75	24.0	23.875	23.625534057617188
980.07	23.6754088	23.54628633207176	23.75	24.0	23.875	23.625534057617188
984.61	23.6856765	23.566808645636776	23.8125	24.0	23.875	23.62919807434082
989.07	23.6907773	23.55654748827219	23.75	24.0	23.875	23.62919807434082
993.59	23.6919066	23.551416910026454	23.8125	24.0	23.8125	23.62919807434082
998.13	23.6966331	23.571939224755624	23.8125	24.0	23.875	23.62919807434082
1002.62	23.6993022	23.587330963858403	23.75	24.0	23.8125	23.62919807434082
1007.19	23.7012169	23.561678066808962	23.8125	24.0	23.875	23.62919807434082
1011.75	23.7000952	23.561678066808962	23.8125	24.0	23.875	23.62919807434082
1016.29	23.6984132	23.571939224755624	23.8125	24.0	23.8125	23.62919807434082
1020.75	23.7022606	23.551416910026454	23.75	24.0	23.875	23.62919807434082
1025.26	23.7041045	23.566808645636776	23.8125	24.0	23.875	23.62919807434082
1029.83	23.7043085	23.57706980416551	23.75	24.0	23.875	23.62919807434082
1034.34	23.7075314	23.571939224755624	23.75	24.0	23.875	23.62919807434082
1038.88	23.7095122	23.55654748827219	23.75	24.0	23.875	23.62919807434082
1043.41	23.7103727	23.52063344666385	23.75	24.0	23.875	23.62919807434082
1047.89	23.7055592	23.510372294537955	23.8125	24.0	23.875	23.62919807434082
1052.38	23.7054456	23.515502870455386	23.75	24.0	23.875	23.62919807434082
1056.88	23.6993482	23.515502870455386	23.8125	24.0	23.875	23.62919807434082
1061.42	23.6975196	23.510372294537955	23.75	24.0	23.875	23.62919807434082
1065.98	23.6993852	23.525764023163354	23.75	23.9375	23.8125	23.62919807434082
1070.59	23.7018983	23.52063344666385	23.75	24.0	23.8125	23.62919807434082
1075.13	23.7044867	23.5308945999539	23.75	24.0	23.875	23.62919807434082
1079.68	23.7076689	23.541155754408102	23.75	24.0	23.875	23.62919807434082
1084.24	23.7121579	23.54628633207176	23.75	24.0	23.875	23.62919807434082
1088.8	23.7145848	23.551416910026454	23.75	24.0	23.875	23.62919807434082
1093.34	23.7168067	23.571939224755624	23.8125	24.0	23.8125	23.62919807434082
1097.9	23.7189344	23.566808645636776	23.75	23.9375	23.8125	23.62919807434082
1102.46	23.7200075	23.587330963858403	23.6875	23.9375	23.8125	23.62919807434082
1107.02	23.7226502	23.597592124715447	23.75	23.9375	23.8125	23.63286018371582
1111.6	23.7149773	23.57706980416551	23.75	23.9375	23.8125	23.63286018371582
1116.16	23.7087759	23.55654748827219	23.75	24.0	23.8125	23.63286018371582
1120.74	23.7080021	23.561678066808962	23.75	23.9375	23.8125	23.63286018371582
1125.24	23.7018118	23.566808645636776	23.75	23.9375	23.8125	23.63286018371582
1129.75	23.6990206	23.571939224755624	23.75	23.9375	23.875	23.63286018371582
1134.35	23.6939502	23.57706980416551	23.75	23.9375	23.875	23.63286018371582
1138.89	23.6868299	23.587330963858403	23.75	24.0	23.8125	23.63286018371582
1143.44	23.6856698	23.561678066808962	23.75	23.9375	23.8125	23.63286018371582
1147.98	23.6818526	23.54628633207176	23.75	23.9375	23.8125	23.63286018371582
1152.55	23.6790591	23.54628633207176	23.75	23.9375	23.8125	23.63286018371582
1157.1	23.6719274	23.53602517703548	23.75	23.9375	23.8125	23.63286018371582
1161.58	23.6742731	23.541155754408102	23.75	23.9375	23.8125	23.63286018371582
1166.22	23.675386	23.54628633207176	23.75	23.9375	23.8125	23.63286018371582
1170.76	23.6760436	23.566808645636776	23.75	23.9375	23.8125	23.63286018371582
1175.23	23.6746296	23.54628633207176	23.75	23.9375	23.8125	23.63286018371582
1179.73	23.678803	23.55654748827219	23.75	23.9375	23.8125	23.63286018371582
1184.24	23.6725833	23.54628633207176	23.75	23.9375	23.8125	23.63286018371582
1188.78	23.6556179	23.505241718911567	23.6875	23.9375	23.8125	23.63286018371582
1193.38	23.6445978	23.4949805685319	23.6875	23.9375	23.8125	23.63286018371582
1197.92	23.6403547	23.484719419316388	23.6875	23.9375	23.8125	23.63286018371582
1202.51	23.6348406	23.47445827126503	23.6875	23.9375	23.8125	23.63286018371582
1207.15	23.6336309	23.484719419316388	23.6875	23.9375	23.8125	23.63286018371582
1211.65	23.6341893	23.4949805685319	23.75	23.9375	23.8125	23.63286018371582
1216.23	23.6342554	23.500111143576213	23.8125	23.9375	23.8125	23.63286018371582
1220.8	23.6318147	23.4949805685319	23.75	23.9375	23.8125	23.63286018371582
1225.4	23.6303068	23.469327697675908	23.75	24.0	23.8125	23.617794036865234
1229.87	23.6253607	23.47445827126503	23.75	23.9375	23.8125	23.617794036865234
1234.38	23.6264109	23.469327697675908	23.75	24.0	23.8125	23.617794036865234
1238.91	23.6312002	23.4949805685319	23.8125	23.9375	23.8125	23.617794036865234
1243.45	23.6365056	23.505241718911567	23.75	23.9375	23.875	23.617794036865234
1248.11	23.6420204	23.505241718911567	23.8125	23.9375	23.8125	23.617794036865234
1252.7	23.6440288	23.500111143576213	23.8125	23.9375	23.8125	23.617794036865234
1257.21	23.647414	23.515502870455386	23.8125	23.9375	23.8125	23.617794036865234
1261.78	23.6456303	23.54628633207176	23.75	24.0	23.875	23.617794036865234
1266.31	23.6458238	23.54628633207176	23.8125	24.0	23.8125	23.617794036865234
1270.9	23.647235	23.566808645636776	23.75	24.0	23.875	23.617794036865234
1275.44	23.6496883	23.571939224755624	23.8125	24.0	23.875	23.617794036865234
1280.02	23.651291	23.561678066808962	23.75	24.0	23.875	23.617794036865234
1284.57	23.6532653	23.566808645636776	23.75	24.0	23.875	23.606393814086914
1289.13	23.6555649	23.57706980416551	23.8125	24.0	23.875	23.606393814086914
1293.7	23.660439	23.55654748827219	23.8125	24.0	23.875	23.606393814086914
1298.49	23.6612881	23.54628633207176	23.75	24.0	23.875	23.606393814086914
1303.01	23.6654606	23.566808645636776	23.75	24.0	23.875	23.606393814086914
1307.48	23.6638781	23.53602517703548	23.8125	24.0	23.875	23.606393814086914
1312.02	23.6659377	23.525764023163354	23.75	24.0	23.875	23.606393814086914
1316.54	23.6685789	23.525764023163354	23.8125	24.0	23.875	23.606393814086914
1321.12	23.6708143	23.5308945999539	23.8125	24.0	23.875	23.606393814086914
1325.66	23.6694924	23.525764023163354	23.75	24.0	23.875	23.606393814086914
1330.23	23.6664687	23.510372294537955	23.8125	24.0	23.875	23.606393814086914
1334.81	23.6609486	23.505241718911567	23.8125	24.0	23.875	23.606393814086914
1339.38	23.6555005	23.484719419316388	23.75	24.0	23.875	23.606393814086914
1344.03	23.650231	23.484719419316388	23.75	24.0	23.875	23.606393814086914
1348.64	23.6409071	23.469327697675908	23.8125	24.0	23.875	23.591333389282227
1353.19	23.6359167	23.448805406229802	23.75	23.9375	23.875	23.591333389282227
1357.94	23.6367682	23.464197124377826	23.8125	24.0	23.875	23.591333389282227
1362.48	23.6391814	23.469327697675908	23.75	24.0	23.875	23.591333389282227
1367.02	23.6421099	23.453935978654773	23.75	24.0	23.875	23.591333389282227
1371.6	23.6445391	23.464197124377826	23.75	24.0	23.875	23.591333389282227
1376.13	23.6435306	23.4949805685319	23.75	24.0	23.875	23.591333389282227
1380.71	23.6475397	23.489849993778627	23.8125	24.0	23.875	23.591333389282227
1385.26	23.654807	23.515502870455386	23.8125	24.0	23.875	23.591333389282227
1389.74	23.6611746	23.510372294537955	23.75	24.0	23.875	23.591333389282227
1394.25	23.6666846	23.52063344666385	23.75	24.0	23.875	23.591333389282227
1398.81	23.6678537	23.52063344666385	23.75	24.0	23.875	23.591333389282227
1403.33	23.6674107	23.52063344666385	23.8125	24.0	23.875	23.591333389282227
1407.84	23.6679009	23.500111143576213	23.8125	24.0	23.875	23.564865112304688
1412.38	23.663591	23.4949805685319	23.8125	24.0	23.875	23.564865112304688
1416.89	23.6621899	23.505241718911567	23.75	24.0	23.875	23.564865112304688
1421.5	23.6666206	23.525764023163354	23.75	24.0	23.875	23.564865112304688
1426.09	23.6689802	23.5308945999539	23.75	24.0	23.875	23.564865112304688
1430.64	23.6759838	23.54628633207176	23.75	24.0	23.875	23.564865112304688
1435.16	23.6807414	23.5308945999539	23.75	24.0	23.875	23.564865112304688
1439.67	23.6874327	23.53602517703548	23.75	24.0	23.875	23.564865112304688
1444.22	23.6939219	23.541155754408102	23.75	23.9375	23.875	23.564865112304688
1448.8	23.6979124	23.566808645636776	23.75	23.9375	23.875	23.564865112304688
1453.34	23.6979879	23.566808645636776	23.8125	23.9375	23.8125	23.564865112304688
1457.83	23.6985503	23.53602517703548	23.75	23.9375	23.8125	23.564865112304688
1462.4	23.6979109	23.541155754408102	23.75	23.9375	23.875	23.564865112304688
1466.99	23.7000025	23.525764023163354	23.75	23.9375	23.875	23.564865112304688
1471.57	23.7050552	23.54628633207176	23.75	23.9375	23.875	23.564865112304688
1476.03	23.7095435	23.54628633207176	23.75	24.0	23.875	23.564865112304688
1480.53	23.7081809	23.55654748827219	23.8125	24.0	23.875	23.564865112304688
1485.12	23.7092651	23.55654748827219	23.75	24.0	23.875	23.564865112304688
1489.66	23.7115376	23.54628633207176	23.75	23.9375	23.875	23.564865112304688
1494.21	23.7084989	23.5308945999539	23.75	23.9375	23.875	23.564865112304688
1498.69	23.7009163	23.52063344666385	23.75	23.9375	23.875	23.564865112304688
1503.3	23.6839289	23.484719419316388	23.75	24.0	23.8125	23.564865112304688
1507.87	23.6777257	23.484719419316388	23.8125	24.0	23.875	23.564865112304688
1512.41	23.6796979	23.505241718911567	23.75	24.0	23.875	23.564865112304688
1516.91	23.6790274	23.515502870455386	23.75	23.9375	23.8125	23.564865112304688
1521.47	23.6816559	23.52063344666385	23.75	23.9375	23.875	23.564865112304688
1526.11	23.6841015	23.525764023163354	23.8125	24.0	23.8125	23.549795150756836
1530.71	23.685943	23.525764023163354	23.75	23.9375	23.875	23.549795150756836
1535.27	23.6875575	23.53602517703548	23.75	23.9375	23.875	23.549795150756836
1539.86	23.6878409	23.52063344666385	23.8125	24.0	23.875	23.549795150756836
1544.5	23.6882843	23.525764023163354	23.8125	24.0	23.875	23.549795150756836
1549.06	23.6880166	23.541155754408102	23.8125	24.0	23.875	23.549795150756836
1553.6	23.6881775	23.551416910026454	23.75	24.0	23.875	23.549795150756836
1558.1	23.6898176	23.54628633207176	23.75	24.0	23.875	23.549795150756836
1562.61	23.6927103	23.541155754408102	23.8125	24.0	23.875	23.549795150756836
1567.12	23.6933592	23.54628633207176	23.8125	24.0	23.875	23.549795150756836
